,,Hourly SiteSage  Data, 2018-02-03 12:24:00,Customer: ,Historic Green Village,Location: Bakery (F1),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Column name is Energy Monitor Channel Number-Circuit Name,,,,,,,,,,,,,,,,,,,,,,,,
Channel Columns contain energy usage(production) in watt hours for hour,,,,,,,,,,,,,,,,,,,,,,,,
Voltage is average voltage for hour,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
 Date/Time,CH1-Bldg F1,CH3-PV Array F1,CH4-Plug: Front FridgeT,CH5-A/C: WSHP1,CH6-Range,CH8-Plug: Microwave,CH9-Wired: Dishwasher,CH10-Plug: Mixer,CH11-Plug: Fridge in Back,CH12-Plug: Front Display Case,CH13-Plug: Back Middle Freezer,CH14-Plug: Back Freezer near Wall,CH15-Lights: Indoor 1,CH16-DHW Gas Instant,CH17-Plug: Gas Oven,CH18-Plugs: Outlet 1,CH19-Plugs: Outlet 2,CH20-Plugs: Outlet 3,CH21-Plug: Front Small Fridge,CH22-Lights: Bath/Mechanical Room,CH23-Plug: Outdoor Receptacle,CH24-Lights: Outdoor 4,4065/Voltage,Outdoor Temp
2/25/2016 21:00,5113,0,0,713,6,14,0,98,592,929,901,699,298,1,0,0,0,92,0,887,0,0,118.8,60
2/25/2016 22:00,4737,0,0,779,5,14,0,39,602,930,901,582,33,0,0,0,0,50,0,921,0,0,119,60
2/25/2016 23:00,4964,0,0,981,5,14,0,62,660,943,900,594,34,0,0,0,0,50,0,877,0,0,120.1,60
2/26/2016 0:00,4557,0,0,633,5,14,0,41,524,951,913,554,34,0,0,0,0,49,0,938,0,0,120.7,60
2/26/2016 1:00,4723,0,0,647,5,14,0,42,498,944,893,737,34,0,0,0,0,49,0,981,0,0,120.4,60
2/26/2016 2:00,5091,0,0,1006,5,14,0,54,627,944,890,716,34,0,0,0,0,49,0,880,0,0,120.3,61
2/26/2016 3:00,4390,0,0,632,5,14,0,25,290,942,1065,553,34,0,0,0,0,49,0,887,0,0,120.3,61
2/26/2016 4:00,4588,0,0,663,5,14,0,55,504,937,908,583,34,0,0,0,0,49,0,951,0,0,120,61
2/26/2016 5:00,4496,0,0,672,5,14,0,45,535,927,867,552,33,1,0,0,0,49,0,892,0,0,119.2,61
2/26/2016 6:00,4175,0,0,603,5,15,0,36,432,910,813,495,32,0,0,0,0,50,0,856,0,0,118,61
2/26/2016 7:00,4350,-151,0,666,5,32,0,51,373,899,795,519,114,1,0,0,0,50,0,945,0,0,117.1,61
2/26/2016 8:00,6633,-618,0,1608,592,55,0,240,491,881,800,534,574,12,1,0,0,65,710,837,3,34,116,60
2/26/2016 9:00,5776,-1612,0,1860,433,72,68,248,561,896,915,478,571,8,275,5,0,97,108,794,1,38,115,59
2/26/2016 10:00,4482,-2966,0,1273,8,39,39,126,586,973,892,654,567,5,356,39,0,99,110,819,4,131,115.7,60
2/26/2016 11:00,4403,-3385,1,1457,8,82,39,111,616,978,896,645,577,5,355,39,0,105,111,819,5,125,116.1,61
2/26/2016 12:00,4731,-3505,2,1831,10,32,81,201,557,975,1152,674,576,7,347,39,0,96,111,801,5,127,116.6,60
2/26/2016 13:00,5053,-3365,1,1970,10,32,0,111,602,981,972,775,577,4,369,39,0,91,112,960,6,130,116.9,60
2/26/2016 14:00,5129,-3020,0,2039,10,117,0,175,543,991,860,630,578,3,367,39,0,101,112,932,6,137,117.2,59
2/26/2016 15:00,5175,-2306,0,1726,7,33,38,125,474,990,819,608,578,5,370,39,0,91,112,889,6,136,117.1,59
2/26/2016 16:00,5873,-1258,0,1554,5,32,0,132,492,991,796,699,577,4,370,39,0,111,112,814,6,136,117.2,59
2/26/2016 17:00,6462,-263,0,1251,5,165,0,110,566,928,926,595,563,3,356,39,0,162,9,868,0,23,116.9,58
2/26/2016 18:00,6129,-37,0,1797,5,30,0,76,443,910,839,587,572,2,8,39,0,172,0,812,0,0,117.2,57
2/26/2016 19:00,5700,0,0,1098,6,12,0,43,332,904,950,681,565,1,0,39,0,167,0,997,0,0,116.6,54
2/26/2016 20:00,6563,0,0,1391,645,13,0,41,610,906,910,586,573,2,0,45,0,168,0,836,0,0,117.1,54
2/26/2016 21:00,4644,0,0,545,6,13,0,38,531,918,886,550,239,2,0,7,0,95,0,906,0,0,118.3,54
2/26/2016 22:00,4331,0,0,301,5,13,0,124,581,931,899,547,33,0,0,0,0,63,0,914,0,0,119,54
2/26/2016 23:00,4580,0,0,487,5,13,0,33,485,946,1050,547,33,0,0,0,0,62,0,869,0,0,120.1,54
2/27/2016 0:00,4775,0,0,509,5,14,0,48,494,944,978,821,33,0,0,0,0,62,0,878,0,0,120,54
2/27/2016 1:00,4926,0,0,781,5,14,0,29,483,944,937,581,33,0,0,0,0,63,0,1075,0,0,120,54
2/27/2016 2:00,4388,0,0,547,5,14,0,49,392,944,897,559,33,1,0,0,0,63,0,883,0,0,120,55
2/27/2016 3:00,4451,0,0,575,5,13,0,48,439,937,893,541,33,0,0,0,0,63,0,898,0,0,119.5,55
2/27/2016 4:00,4447,0,0,558,5,13,0,26,406,938,889,527,33,0,0,0,0,63,0,947,0,0,119.6,55
2/27/2016 5:00,4393,0,0,593,5,13,0,47,408,923,893,514,32,1,0,0,0,63,0,843,0,0,118.5,54
2/27/2016 6:00,5989,0,0,1222,5,36,0,106,501,914,880,633,447,1,258,37,0,138,0,842,0,0,117.8,54
2/27/2016 7:00,7243,-151,0,1806,422,34,0,134,378,900,1084,560,574,5,353,83,0,164,0,967,0,10,116.5,53
2/27/2016 8:00,7050,-763,0,2228,5,34,0,177,528,894,852,670,574,5,348,83,0,110,685,781,2,41,115.6,54
2/27/2016 9:00,5223,-1983,0,2050,6,36,78,73,536,890,914,596,580,6,340,83,0,111,110,777,1,129,115.7,56
2/27/2016 10:00,5317,-2928,0,2011,10,131,76,123,633,962,964,644,578,6,356,82,0,102,109,829,5,123,115.3,57
2/27/2016 11:00,4591,-3344,1,1293,8,74,0,274,554,966,912,870,579,5,363,83,0,89,102,832,5,130,116.5,58
2/27/2016 12:00,5284,-3423,1,1794,9,107,34,236,438,976,952,998,577,5,367,84,0,98,595,838,6,125,116.8,59
2/27/2016 13:00,5261,-3309,0,2048,10,32,121,170,594,997,895,771,577,7,371,84,0,93,113,980,6,124,117.7,60
2/27/2016 14:00,6222,-2413,0,2061,690,94,0,126,615,993,837,649,577,2,371,85,0,94,114,882,6,119,118.1,60
2/27/2016 15:00,6459,-2142,0,2502,159,32,0,117,633,1008,856,708,577,1,365,86,0,94,116,978,6,119,118.9,60
2/27/2016 16:00,5036,-1011,0,188,5,32,0,159,619,996,982,585,556,2,196,84,0,98,113,885,5,122,117.6,59
2/27/2016 17:00,6051,-271,0,1490,5,179,0,67,639,929,848,603,563,3,0,38,0,120,26,841,1,27,116.5,59
2/27/2016 18:00,4631,-41,0,570,5,29,0,38,544,908,879,549,264,5,0,0,0,96,0,830,0,0,116.8,58
2/27/2016 19:00,4421,0,0,354,6,13,0,45,606,907,1018,538,31,4,0,0,0,54,0,951,0,0,116.3,57
2/27/2016 20:00,4424,0,0,641,6,13,0,100,459,919,894,550,32,4,0,0,0,53,0,875,0,0,117.3,57
2/27/2016 21:00,4766,0,0,620,5,14,0,82,512,928,922,717,32,3,0,0,0,54,0,932,0,0,118.2,57
2/27/2016 22:00,4821,0,0,575,5,15,0,45,590,945,956,662,33,0,0,0,0,60,0,878,0,0,119.4,57
2/27/2016 23:00,4606,0,0,561,5,14,0,43,475,947,916,592,33,1,0,0,0,56,0,877,0,0,119.4,56
2/28/2016 0:00,4411,0,0,317,5,15,0,41,515,952,908,546,34,1,0,0,0,57,0,937,0,0,119.9,56
2/28/2016 1:00,4844,0,0,590,5,15,0,55,546,954,913,595,34,0,0,0,0,55,0,942,0,0,120.3,56
2/28/2016 2:00,4649,0,0,591,5,14,0,58,436,948,914,560,33,0,0,0,0,57,0,986,0,0,119.7,57
2/28/2016 3:00,4669,0,0,552,5,14,0,48,482,945,942,550,33,0,0,0,0,57,0,897,0,0,119.6,54
2/28/2016 4:00,4305,0,0,298,5,14,0,40,392,945,900,578,33,1,0,0,0,57,0,944,0,0,119.6,54
2/28/2016 5:00,4451,0,0,554,5,14,0,40,392,938,905,538,33,0,0,0,0,56,0,869,0,0,119.1,54
2/28/2016 6:00,4538,0,0,438,5,14,0,38,527,943,977,548,47,0,0,0,0,54,0,875,0,0,119.6,54
2/28/2016 7:00,6327,-143,0,441,559,32,81,126,425,922,987,550,560,7,0,0,0,97,685,907,2,1,117.5,54
2/28/2016 8:00,7551,-795,0,2848,166,99,39,269,526,905,968,597,576,7,354,93,0,96,112,958,2,15,116.8,51
2/28/2016 9:00,6345,-2046,0,2647,8,39,0,329,430,940,1183,780,577,3,358,9,0,111,111,849,2,98,116.2,57
2/28/2016 10:00,4921,-2944,0,2266,10,33,77,161,417,990,1079,666,574,8,358,0,0,93,111,812,5,113,116.4,60
2/28/2016 11:00,4169,-3270,1,1827,10,41,0,173,510,1003,918,575,573,2,369,0,0,88,112,820,6,115,117.3,63
2/28/2016 12:00,4558,-3347,1,1756,10,75,0,161,437,1024,972,637,567,1,375,0,0,92,113,912,6,117,117.9,63
2/28/2016 13:00,4963,-3209,0,2214,10,33,0,160,411,1027,901,537,570,2,373,0,0,96,116,917,6,118,118.9,72
2/28/2016 14:00,5304,-2823,0,2084,10,34,0,169,494,977,1003,539,573,2,379,0,0,131,49,998,2,47,119,74
2/28/2016 15:00,6089,-2098,0,2371,6,68,0,115,401,935,1034,538,577,1,375,0,0,154,0,891,0,0,118.7,69
2/28/2016 16:00,6355,-1204,0,2150,5,35,41,123,447,918,942,572,574,5,373,0,0,149,0,907,0,0,117.5,70
2/28/2016 17:00,6677,-273,0,1844,5,62,0,42,628,917,860,549,571,2,374,0,0,146,0,885,0,0,117.7,69
2/28/2016 18:00,6798,-50,0,1887,5,44,40,36,679,909,975,543,570,4,112,0,0,148,0,884,0,0,117.2,66
2/28/2016 19:00,4487,0,0,514,6,13,0,58,533,905,895,554,143,0,0,0,0,67,0,795,0,0,116.8,64
2/28/2016 20:00,5055,0,0,998,6,13,0,58,415,916,950,615,32,0,0,0,0,47,0,1032,0,0,117.6,62
2/28/2016 21:00,4956,0,0,875,6,14,0,34,612,925,892,723,33,0,0,0,0,45,0,844,0,0,118.4,61
2/28/2016 22:00,4781,0,0,857,5,14,0,41,528,943,918,544,33,0,0,0,0,44,0,889,0,0,119.8,61
2/28/2016 23:00,4742,0,0,774,5,14,0,44,504,949,927,546,33,0,0,0,0,45,0,944,0,0,120.3,62
2/29/2016 0:00,4951,0,0,806,5,14,0,58,566,954,1050,578,34,0,0,0,0,46,0,899,0,0,120.5,62
2/29/2016 1:00,4637,0,0,641,5,15,0,47,503,956,1016,560,34,0,0,0,0,46,0,857,0,0,120.8,62
2/29/2016 2:00,5074,0,0,943,4,14,0,36,514,953,923,569,34,0,0,0,0,47,0,1079,0,0,120.5,61
2/29/2016 3:00,4498,0,0,661,4,14,0,34,414,948,916,538,34,0,0,0,0,47,0,897,0,0,120.2,61
2/29/2016 4:00,4511,0,0,718,5,14,0,51,390,941,927,528,33,0,0,0,0,48,0,876,0,0,119.7,61
2/29/2016 5:00,4490,0,0,627,5,13,0,59,481,929,917,521,33,0,0,0,0,47,0,868,0,0,118.8,60
2/29/2016 6:00,4373,0,0,571,5,14,0,36,424,916,848,488,151,0,0,0,0,47,0,824,0,0,117.9,60
2/29/2016 7:00,7366,-215,0,2343,5,29,0,228,455,894,835,561,574,7,211,1,0,60,693,817,2,33,116.6,60
2/29/2016 8:00,7138,-558,0,2471,5,33,38,229,617,883,913,564,576,6,355,0,0,90,111,938,2,35,116,61
2/29/2016 9:00,6632,-1357,0,2677,6,33,73,169,587,909,855,786,577,5,317,16,0,91,110,858,2,34,115.7,63
2/29/2016 10:00,6143,-2330,0,3076,10,32,36,149,596,957,838,690,572,3,303,83,0,91,111,850,2,73,116.1,64
2/29/2016 11:00,5698,-3036,0,2855,12,32,37,118,587,994,939,546,572,5,338,84,0,101,112,863,2,113,116.8,66
2/29/2016 12:00,5989,-3084,0,2936,12,33,39,113,708,997,892,687,575,5,355,84,0,94,113,839,2,113,117.3,68
2/29/2016 13:00,5847,-3129,0,2827,12,33,0,101,482,999,847,809,575,4,372,84,0,100,113,878,2,113,117.3,70
2/29/2016 14:00,6305,-2750,0,2727,12,32,0,169,588,990,775,776,575,1,371,84,0,100,112,1002,2,114,117.3,69
2/29/2016 15:00,7082,-2119,0,2861,7,32,39,194,633,1001,873,595,575,3,370,84,0,92,112,910,2,114,117.1,70
2/29/2016 16:00,6458,-1196,0,2202,5,33,0,175,556,1010,755,769,577,3,144,49,0,90,113,963,1,118,117.5,69
2/29/2016 17:00,6094,-273,0,1393,5,33,0,53,625,1031,850,667,578,4,0,0,0,100,36,898,0,73,118,68
2/29/2016 18:00,5063,-45,0,351,5,31,0,49,628,960,884,733,432,5,0,0,0,88,0,848,0,24,117.5,66
2/29/2016 19:00,5079,0,0,1145,6,13,0,46,602,933,846,670,32,1,0,0,0,49,0,867,0,0,117.2,65
2/29/2016 20:00,4615,0,0,730,6,20,0,45,497,933,834,619,31,2,0,0,0,49,0,966,0,0,117.8,64
2/29/2016 21:00,4836,0,0,1029,6,13,0,44,606,945,855,549,33,0,0,0,0,52,0,856,0,0,119.2,63
2/29/2016 22:00,4821,0,0,710,5,14,0,48,593,954,1014,584,33,0,0,0,0,45,0,960,0,0,119.9,63
2/29/2016 23:00,4792,0,0,979,5,14,0,48,420,956,943,607,33,0,0,0,0,44,0,903,0,0,120.3,63
3/1/2016 0:00,4538,0,0,729,5,15,0,49,437,960,956,554,35,0,0,0,0,45,0,893,0,0,120.7,63
3/1/2016 1:00,4514,0,0,667,4,15,0,47,443,967,955,548,35,0,0,0,0,49,0,921,0,0,121.2,63
3/1/2016 2:00,4841,0,0,952,5,15,0,47,410,959,916,595,35,0,0,0,0,51,0,1022,0,0,120.5,63
3/1/2016 3:00,4412,0,0,647,5,15,0,49,446,949,856,527,35,0,0,0,0,49,0,947,0,0,120.2,62
3/1/2016 4:00,4411,0,0,644,5,14,0,49,473,944,869,537,34,0,0,0,0,49,0,899,0,0,119.8,61
3/1/2016 5:00,4041,0,0,592,5,14,0,47,217,933,859,552,33,1,0,0,0,49,0,831,0,0,119.1,61
3/1/2016 6:00,4463,0,0,576,5,19,0,48,538,919,874,636,31,1,0,0,0,51,0,835,0,0,118,62
3/1/2016 7:00,5026,-143,0,661,5,33,0,79,430,908,851,631,339,12,0,0,0,74,291,889,1,5,117.2,62
3/1/2016 8:00,6726,-773,0,1919,429,34,0,266,477,897,1051,608,571,3,0,0,0,89,469,889,1,36,116.6,64
3/1/2016 9:00,5704,-1906,0,2325,7,35,36,239,492,895,952,617,578,6,370,36,0,89,111,952,3,37,116.5,65
3/1/2016 10:00,5366,-2728,0,2640,10,33,0,203,434,983,855,605,576,8,350,83,0,102,111,844,6,116,116.5,68
3/1/2016 11:00,5794,-3041,0,2690,12,39,0,242,522,1003,847,567,578,5,359,84,0,95,112,871,6,115,117.1,72
3/1/2016 12:00,5568,-3292,0,2569,11,32,0,172,579,1009,888,671,580,3,371,85,0,97,114,873,6,119,118.1,70
3/1/2016 13:00,6185,-3166,0,2360,292,97,38,124,490,1012,1018,964,579,4,368,85,0,93,115,887,6,117,118.3,68
3/1/2016 14:00,6343,-2711,0,2865,12,31,0,145,670,1026,880,828,578,6,55,85,0,91,115,862,5,118,118.2,75
3/1/2016 15:00,6418,-2099,0,2061,6,32,41,98,539,1015,941,916,578,4,0,84,0,89,114,1063,6,118,117.9,76
3/1/2016 16:00,7165,-1205,0,2179,5,31,31,118,639,1020,1062,694,573,5,0,40,0,108,114,924,6,118,117.7,73
3/1/2016 17:00,6646,-344,0,1394,5,33,0,131,689,972,1028,714,566,3,0,0,0,162,25,912,1,18,118.4,68
3/1/2016 18:00,5772,-52,0,1301,5,30,0,127,617,951,947,691,276,4,0,0,0,91,0,867,0,0,119,68
3/1/2016 19:00,5296,0,0,1234,5,13,0,125,461,940,1084,559,32,0,0,0,0,51,0,861,0,0,118.5,67
3/1/2016 20:00,4929,0,0,1090,6,13,0,124,457,940,922,609,33,1,0,0,0,51,0,786,0,0,118.8,66
3/1/2016 21:00,5043,0,0,1083,5,13,0,123,401,940,868,548,33,1,0,0,0,52,0,1087,0,0,119,65
3/1/2016 22:00,4643,0,0,939,5,13,0,122,332,948,869,569,33,1,0,0,0,51,0,854,0,0,119.8,64
3/1/2016 23:00,5029,0,0,881,5,14,0,172,540,950,892,731,33,0,0,0,0,51,0,867,0,0,119.9,65
3/2/2016 0:00,5117,0,0,1146,4,15,0,116,377,963,946,677,35,0,0,0,0,50,0,935,0,0,121,65
3/2/2016 1:00,4904,0,0,1014,4,15,0,129,462,955,936,554,35,1,0,0,0,51,0,910,0,0,120.4,65
3/2/2016 2:00,4546,0,0,773,5,14,0,126,427,947,922,537,34,0,0,0,0,50,0,849,0,0,120,65
3/2/2016 3:00,4868,0,0,1077,5,15,0,125,369,948,847,544,34,0,0,0,0,49,0,1026,0,0,120.1,65
3/2/2016 4:00,4868,0,0,930,4,14,0,123,527,949,864,544,34,0,0,0,0,49,0,953,0,0,120.2,65
3/2/2016 5:00,4641,0,0,750,4,14,0,122,373,943,1040,549,34,0,0,0,0,50,0,877,0,0,119.7,65
3/2/2016 6:00,4843,0,0,1007,4,14,0,120,463,925,907,557,33,1,0,0,0,51,0,853,0,0,118.5,66
3/2/2016 7:00,4948,-254,0,712,4,34,38,151,358,917,882,535,349,9,0,0,0,64,310,857,1,13,117.8,66
3/2/2016 8:00,6617,-768,0,2491,5,34,0,144,509,899,870,542,576,3,110,50,0,100,324,852,1,36,117,68
3/2/2016 9:00,6453,-793,0,1917,95,63,0,126,370,912,957,602,576,4,357,83,0,100,112,998,2,35,116.7,69
3/2/2016 10:00,7174,-1871,0,2765,81,33,0,288,435,999,921,622,574,5,354,83,0,105,112,878,2,115,116.7,69
3/2/2016 11:00,7494,-2895,0,3088,871,32,36,254,579,1015,847,702,574,4,340,83,0,98,112,870,2,114,116.9,72
3/2/2016 12:00,7688,-2647,0,3550,291,39,0,215,581,1011,932,692,579,3,352,83,0,101,112,892,2,123,116.7,72
3/2/2016 13:00,6822,-2952,0,3248,12,33,77,106,639,1018,824,703,579,6,366,83,0,101,112,856,2,123,116.8,73
3/2/2016 14:00,7802,-2263,0,3508,8,95,38,137,548,1014,1092,596,578,7,356,83,0,103,112,877,2,122,116.5,74
3/2/2016 15:00,8211,-1246,0,3112,5,31,0,104,762,1008,947,821,579,4,351,76,0,94,112,952,2,124,116.8,70
3/2/2016 16:00,7677,-979,0,2831,5,32,120,152,644,1005,879,533,580,9,82,43,0,106,113,876,0,125,117.1,67
3/2/2016 17:00,6601,-393,0,1561,5,176,0,147,785,947,831,828,572,4,0,44,0,140,7,868,0,23,117.7,67
3/2/2016 18:00,5050,-58,0,523,5,29,0,70,752,928,865,656,313,3,0,20,0,98,0,864,0,0,117.8,67
3/2/2016 19:00,4945,0,0,777,6,18,0,61,718,932,897,635,32,1,0,0,0,52,0,905,0,0,117.8,67
3/2/2016 20:00,4825,0,0,683,6,16,0,67,783,938,867,588,33,1,0,0,0,52,0,887,0,0,118.4,65
3/2/2016 21:00,5363,0,0,954,6,14,0,60,730,946,891,750,33,0,0,0,0,55,0,1027,0,0,119.1,63
3/2/2016 22:00,4830,0,0,696,6,15,0,46,595,949,873,673,33,0,0,0,0,57,0,880,0,0,119.4,63
3/2/2016 23:00,4629,0,0,642,5,15,0,45,495,959,885,604,33,1,0,0,0,53,0,889,0,0,120.2,63
3/3/2016 0:00,4800,0,0,630,5,15,0,45,636,965,868,575,34,0,0,0,0,52,0,957,0,0,120.6,63
3/3/2016 1:00,5072,0,0,951,4,15,0,52,603,968,881,597,34,0,0,0,0,51,0,913,0,0,121,62
3/3/2016 2:00,4755,0,0,700,2,15,0,62,397,976,1038,545,36,0,0,0,0,54,0,897,0,0,121.5,62
3/3/2016 3:00,4706,0,0,622,3,15,0,50,399,966,864,623,35,1,0,0,0,53,0,1057,0,0,120.9,62
3/3/2016 4:00,4736,0,0,694,4,15,0,40,540,964,900,527,35,0,0,0,0,52,0,947,0,0,120.8,62
3/3/2016 5:00,4533,0,0,595,5,15,0,112,475,949,817,556,33,0,0,0,0,54,0,894,0,0,119.8,62
3/3/2016 6:00,4178,0,0,531,5,15,0,67,357,927,801,550,33,0,0,0,0,53,0,871,0,0,118.2,63
3/3/2016 7:00,5389,-227,0,1105,124,32,0,88,385,919,790,496,399,10,0,0,0,59,354,855,1,18,117.6,61
3/3/2016 8:00,6929,-784,0,1774,874,33,0,186,510,925,789,576,572,5,322,0,0,97,406,834,2,35,116.7,61
3/3/2016 9:00,6105,-1745,0,1832,762,34,40,174,440,936,854,793,573,7,355,0,0,91,111,915,2,47,116.3,63
3/3/2016 10:00,5783,-2218,0,2429,8,33,0,288,512,994,826,623,567,6,348,0,0,99,111,1051,6,134,116.2,65
3/3/2016 11:00,5543,-2905,0,3055,12,33,80,369,555,995,724,512,579,8,351,0,0,97,112,856,6,125,116.8,67
3/3/2016 12:00,5711,-3046,0,2976,12,33,0,234,409,1010,714,483,580,7,354,0,0,95,112,993,6,124,116.8,67
3/3/2016 13:00,6589,-2482,0,2886,9,33,40,196,548,1018,958,654,580,8,355,0,0,93,112,907,6,120,116.9,74
3/3/2016 14:00,7061,-1769,0,2780,5,32,0,187,500,1026,1100,559,579,7,343,0,0,92,112,934,6,120,117.1,73
3/3/2016 15:00,6961,-1553,0,2891,5,40,0,128,347,1035,854,659,580,7,358,0,0,98,113,872,5,120,117.7,71
3/3/2016 16:00,8055,-859,0,2683,815,32,37,164,394,1045,829,591,579,6,358,0,0,97,114,991,6,121,117.7,68
3/3/2016 17:00,7606,-357,0,3025,5,34,82,121,485,967,942,563,578,14,344,0,0,145,21,911,1,22,117.8,67
3/3/2016 18:00,7149,-62,0,2538,5,30,34,132,560,938,855,542,579,6,172,0,0,162,0,900,0,10,117.7,66
3/3/2016 19:00,5955,0,0,1378,5,146,0,81,678,925,822,544,571,4,0,0,0,178,0,875,0,0,117.5,66
3/3/2016 20:00,5081,0,0,645,6,13,0,158,562,931,939,659,356,2,0,0,0,115,0,866,0,0,118.2,64
3/3/2016 21:00,4432,0,0,324,6,14,0,121,699,942,904,656,33,1,0,0,0,53,0,811,0,0,118.8,64
3/3/2016 22:00,4816,0,0,726,5,14,0,62,557,958,896,597,33,1,0,0,0,52,0,1100,0,0,119.9,65
3/3/2016 23:00,5011,0,0,1058,5,14,0,58,490,968,977,597,34,0,0,0,0,52,0,975,0,0,120.7,65
3/4/2016 0:00,4840,0,0,721,4,14,0,57,621,960,1037,562,34,0,0,0,0,51,0,919,0,0,120.2,65
3/4/2016 1:00,4457,0,0,646,4,14,0,55,479,967,910,549,34,0,0,0,0,51,0,888,0,0,120.9,65
3/4/2016 2:00,4602,0,0,695,4,14,0,54,612,966,862,547,34,0,0,0,0,50,0,932,0,0,120.8,65
3/4/2016 3:00,4731,0,0,1016,4,14,0,53,515,962,866,525,34,0,0,0,0,51,0,871,0,0,120.5,66
3/4/2016 4:00,4681,0,0,697,2,14,0,50,481,968,913,564,34,0,0,0,0,51,0,1080,0,0,121,66
3/4/2016 5:00,4611,0,0,607,3,14,0,53,586,956,909,578,34,1,0,0,0,51,0,956,0,0,120,67
3/4/2016 6:00,4563,0,0,948,5,14,0,53,477,933,810,552,33,1,0,0,0,52,0,832,0,0,118.6,68
3/4/2016 7:00,4899,-160,0,899,5,50,0,108,466,920,802,519,211,7,0,0,0,59,184,886,0,4,117.5,65
3/4/2016 8:00,7975,-820,0,2175,658,72,0,310,599,906,1250,688,568,4,306,57,0,93,529,887,3,36,116.5,68
3/4/2016 9:00,7610,-1938,0,3150,1035,40,52,371,507,922,980,701,579,5,366,84,0,116,112,849,2,35,116.8,69
3/4/2016 10:00,6012,-2775,0,2800,12,39,38,267,693,995,836,608,578,7,361,83,0,99,111,974,6,117,116.5,72
3/4/2016 11:00,6796,-3253,0,3110,528,32,79,310,685,995,837,816,579,8,358,83,0,95,112,929,6,115,116.8,73
3/4/2016 12:00,7753,-3411,0,3429,1587,81,0,309,664,1001,926,814,578,4,333,84,0,113,113,863,6,117,117.2,71
3/4/2016 13:00,7212,-3265,0,3641,553,99,38,136,777,1021,1012,669,578,6,350,84,0,100,113,959,6,114,117.5,68
3/4/2016 14:00,6744,-2962,0,3205,349,198,38,166,728,1016,959,562,578,5,362,84,0,93,113,903,6,113,117.5,67
3/4/2016 15:00,7334,-2283,0,3207,681,52,0,225,513,1013,873,731,579,4,341,85,0,91,114,867,6,118,117.7,65
3/4/2016 16:00,8755,-1345,0,2787,745,87,39,210,688,1018,945,824,579,4,366,84,0,95,113,1026,6,119,117.2,64
3/4/2016 17:00,8923,-294,0,3342,46,34,77,110,774,959,913,781,579,9,373,84,0,150,26,855,1,26,117.4,63
3/4/2016 18:00,8159,-56,0,2594,444,31,40,201,699,922,927,715,580,8,98,57,0,151,0,846,0,0,117.7,62
3/4/2016 19:00,6075,0,0,1036,200,42,0,55,753,921,993,621,568,4,0,39,0,164,0,859,0,4,117.8,61
3/4/2016 20:00,5727,0,0,1101,6,13,0,52,681,929,1000,640,422,1,0,13,0,126,0,878,0,16,118.4,60
3/4/2016 21:00,4880,0,0,773,5,13,0,51,778,935,914,555,32,0,0,0,0,49,0,856,0,0,118.7,60
3/4/2016 22:00,4905,0,0,727,5,13,0,50,662,948,933,557,33,0,0,0,0,50,0,1042,0,0,119.8,60
3/4/2016 23:00,5049,0,0,1049,5,14,0,50,634,953,941,556,33,0,0,0,0,49,0,904,0,0,120.2,61
3/5/2016 0:00,4677,0,0,652,5,14,0,52,753,950,863,528,33,0,0,0,0,49,0,898,0,0,120.1,62
3/5/2016 1:00,4855,0,0,932,4,14,0,51,574,955,911,526,34,0,0,0,0,49,0,935,0,0,120.5,
3/5/2016 2:00,4701,0,0,745,4,14,0,37,604,954,946,539,34,0,0,0,0,49,0,911,0,0,120.5,
3/5/2016 3:00,4572,0,0,662,5,14,0,33,601,951,845,559,34,0,0,0,0,49,0,912,0,0,120.2,
3/5/2016 4:00,4580,0,0,689,4,14,0,31,548,950,864,547,34,0,0,0,0,49,0,984,0,0,120.3,60
3/5/2016 5:00,4740,0,0,622,5,14,0,50,592,942,1022,619,33,0,0,0,0,49,0,906,0,0,119.8,
3/5/2016 6:00,4825,-6,0,876,5,14,0,49,496,925,873,716,33,0,0,0,0,50,0,899,0,0,118.4,60
3/5/2016 7:00,4616,-292,0,707,5,34,0,49,494,914,809,536,344,2,0,0,0,73,0,900,0,20,117.8,60
3/5/2016 8:00,5540,-710,0,1077,5,34,0,71,514,912,907,545,562,8,111,0,0,91,661,849,3,37,117.6,60
3/5/2016 9:00,6406,-1731,0,2690,92,34,34,181,584,948,1057,612,575,5,347,0,0,94,112,889,2,40,116.7,61
3/5/2016 10:00,6332,-2239,0,2319,135,117,38,231,711,997,1097,729,571,4,352,0,0,93,110,1035,2,117,115.8,62
3/5/2016 11:00,6810,-2291,0,2774,8,97,0,284,731,1001,1033,712,577,2,348,48,0,105,110,897,2,114,115.8,63
3/5/2016 12:00,8370,-1742,0,3472,6,71,79,264,701,1012,1362,746,579,7,349,83,0,103,111,864,2,112,116.2,64
3/5/2016 13:00,6201,-2999,0,2622,10,62,0,83,682,1031,951,981,579,3,356,84,0,100,113,905,2,114,117.4,66
3/5/2016 14:00,7760,-2398,0,2944,525,61,0,210,769,1024,1097,845,580,4,370,84,0,89,113,952,3,113,117.6,66
