,,Hourly SiteSage  Data, 2018-02-03 12:24:00,Customer: ,Historic Green Village,Location: Bakery (F1),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Column name is Energy Monitor Channel Number-Circuit Name,,,,,,,,,,,,,,,,,,,,,,,,
Channel Columns contain energy usage(production) in watt hours for hour,,,,,,,,,,,,,,,,,,,,,,,,
Voltage is average voltage for hour,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
 Date/Time,CH1-Bldg F1,CH3-PV Array F1,CH4-Plug: Front FridgeT,CH5-A/C: WSHP1,CH6-Range,CH8-Plug: Microwave,CH9-Wired: Dishwasher,CH10-Plug: Mixer,CH11-Plug: Fridge in Back,CH12-Plug: Front Display Case,CH13-Plug: Back Middle Freezer,CH14-Plug: Back Freezer near Wall,CH15-Lights: Indoor 1,CH16-DHW Gas Instant,CH17-Plug: Gas Oven,CH18-Plugs: Outlet 1,CH19-Plugs: Outlet 2,CH20-Plugs: Outlet 3,CH21-Plug: Front Small Fridge,CH22-Lights: Bath/Mechanical Room,CH23-Plug: Outdoor Receptacle,CH24-Lights: Outdoor 4,4065/Voltage,Outdoor Temp
8/6/2016 11:00,9621,-2069,0,5192,10,32,33,94,478,941,949,812,463,8,345,69,0,102,97,1219,5,117,114.4,86
8/6/2016 12:00,9506,-1864,0,5180,8,32,0,124,450,928,992,736,463,6,350,41,0,104,96,1143,4,117,113.6,86
8/6/2016 13:00,9886,-1420,0,5179,6,91,29,70,297,938,849,591,463,6,348,40,0,98,95,1269,5,117,113.4,86
8/6/2016 14:00,10711,-959,0,5208,6,38,34,152,413,946,1200,661,462,8,346,40,0,107,95,1295,5,117,113,86
8/6/2016 15:00,10589,-860,0,5190,6,31,32,140,444,965,976,742,464,6,350,41,1,102,96,1120,4,118,113.9,85
8/6/2016 16:00,7765,-668,0,2969,5,32,0,70,435,975,976,586,460,9,25,27,0,104,92,1226,4,123,114.7,82
8/6/2016 17:00,5105,-597,0,964,5,32,0,72,593,913,1067,601,65,5,0,0,0,56,0,1109,0,43,115.9,82
8/6/2016 18:00,5341,-514,0,1627,5,32,0,65,450,911,978,613,33,4,0,0,0,55,0,1146,0,35,116.9,82
8/6/2016 19:00,5728,-182,0,1404,5,33,0,63,472,910,1007,565,33,4,0,0,0,56,0,1232,0,35,117.2,82
8/6/2016 20:00,5567,-17,0,1304,5,22,0,59,370,904,945,608,32,5,0,0,0,56,0,1226,0,35,116.9,81
8/6/2016 21:00,5613,0,0,1631,6,12,0,61,321,887,897,773,30,5,0,0,0,56,0,1103,0,34,115.8,82
8/6/2016 22:00,5323,0,0,1099,6,13,0,52,466,884,893,612,30,4,0,0,0,55,0,1120,0,34,115.7,82
8/6/2016 23:00,5751,0,0,1648,6,12,0,49,471,894,1081,538,31,4,0,0,0,55,0,1125,0,35,116.6,82
8/7/2016 0:00,5442,0,0,1388,5,13,0,47,390,903,900,567,32,3,0,0,0,54,0,1078,0,35,117.5,83
8/7/2016 1:00,5295,0,0,1145,5,13,0,46,334,906,857,598,31,3,0,0,0,53,0,1338,0,36,117.7,83
8/7/2016 2:00,5593,0,0,1537,6,13,0,139,352,914,903,554,32,3,0,0,0,53,0,1166,0,36,118.3,83
8/7/2016 3:00,5581,0,0,1375,5,13,0,55,478,916,890,547,32,2,0,0,0,53,0,1160,0,37,118.6,82
8/7/2016 4:00,5202,0,0,1201,5,13,0,53,473,919,898,535,32,3,0,0,0,53,0,1157,0,37,118.8,82
8/7/2016 5:00,5600,0,0,1593,5,13,0,50,361,917,878,533,32,3,0,0,0,53,0,1144,0,37,118.7,82
8/7/2016 6:00,4800,3,0,1105,5,14,0,45,359,916,893,523,32,3,0,0,0,53,0,1004,0,37,118.8,82
8/7/2016 7:00,5718,-147,0,1387,5,33,0,50,413,910,919,532,44,3,0,0,0,55,0,1344,0,36,118,82
8/7/2016 8:00,7769,-311,0,2883,5,34,40,101,445,893,979,610,462,8,1,35,0,95,504,1157,4,35,116.7,82
8/7/2016 9:00,7998,-539,0,3096,5,34,0,324,485,891,949,776,462,6,352,42,0,105,99,1023,3,47,115.7,83
8/7/2016 10:00,9224,-744,0,5150,240,33,39,71,286,955,786,504,465,8,331,42,0,109,99,1040,4,119,115.4,82
8/7/2016 11:00,8269,-748,0,4599,5,33,0,46,299,939,823,489,464,4,0,42,0,96,99,1135,4,120,115.4,82
8/7/2016 12:00,7359,-1268,0,4069,5,33,0,54,367,941,811,549,465,5,0,41,0,99,98,974,3,120,115.2,84
8/7/2016 13:00,7382,-1060,0,3605,5,33,0,57,485,930,789,477,463,5,0,35,0,100,75,1237,4,121,114.2,85
8/7/2016 14:00,5293,-669,0,1125,5,33,0,55,579,895,771,531,114,5,0,0,0,59,0,1311,1,28,115.4,80
8/7/2016 15:00,5266,-356,0,1413,5,32,0,55,529,886,828,546,33,4,0,0,0,56,0,1223,0,0,116,80
8/7/2016 16:00,4906,-558,0,1384,5,32,0,55,391,892,831,498,34,5,0,0,0,56,0,1138,0,0,116.8,77
8/7/2016 17:00,5102,-291,0,1395,5,33,0,56,387,896,797,536,33,4,0,0,0,54,0,1242,0,0,117.2,78
8/7/2016 18:00,4941,-257,0,1120,5,32,0,41,423,898,888,564,33,4,0,0,0,55,0,1024,0,0,117.5,78
8/7/2016 19:00,5272,-180,0,1305,5,33,0,41,482,893,845,504,33,4,0,0,0,55,0,1295,0,0,117.1,79
8/7/2016 20:00,5527,-30,0,1459,5,20,0,40,378,882,964,488,32,4,0,0,0,55,0,1322,0,0,116.2,80
8/7/2016 21:00,5383,0,0,1323,6,13,0,45,357,886,820,650,32,4,0,0,0,55,0,1231,0,0,116.7,80
8/7/2016 22:00,5367,0,0,1359,5,13,0,53,450,904,867,638,32,4,0,0,0,55,0,1155,0,0,118,79
8/7/2016 23:00,5580,0,0,1372,5,13,0,55,493,912,849,530,33,3,0,0,0,54,0,1260,0,0,118.7,80
8/8/2016 0:00,5329,0,0,1356,6,13,0,54,425,915,872,570,32,3,0,0,0,53,0,1198,0,0,118.9,79
8/8/2016 1:00,5508,0,0,1373,5,13,0,88,355,920,874,545,33,3,0,0,0,54,0,1247,0,0,119.2,78
8/8/2016 2:00,5416,0,0,1402,5,13,0,85,377,920,876,503,33,2,0,0,0,53,0,1323,0,0,119.2,81
8/8/2016 3:00,5587,0,0,1359,5,13,0,58,502,918,869,529,33,2,0,0,0,53,0,1240,0,0,119.3,81
8/8/2016 4:00,5400,0,0,1333,5,13,0,56,488,915,840,568,33,2,0,0,0,53,0,1272,0,0,119,82
8/8/2016 5:00,5114,0,0,1057,5,13,0,55,387,909,863,520,32,3,0,0,0,54,0,1157,0,0,118.5,83
8/8/2016 6:00,5147,0,0,1340,5,13,0,48,349,890,841,508,32,4,0,0,0,54,0,1236,0,0,117.1,82
8/8/2016 7:00,5671,-24,0,1461,5,15,0,41,428,885,1011,546,32,4,0,0,0,54,0,1161,0,0,116.7,82
8/8/2016 8:00,6981,-143,0,2727,5,34,0,214,453,871,808,492,333,7,0,0,0,82,75,1144,0,30,116.1,83
8/8/2016 9:00,9004,-227,0,2779,694,34,77,164,504,906,898,756,459,7,339,1,0,93,495,1219,5,39,115.5,82
8/8/2016 10:00,10523,-804,0,5082,1470,33,33,135,374,951,739,756,463,5,320,0,1,107,98,1123,4,119,115,82
8/8/2016 11:00,8361,-1742,0,4222,1190,32,0,81,324,941,775,548,463,5,353,0,0,104,98,1025,3,122,115.4,82
8/8/2016 12:00,10284,-1037,0,5170,1153,34,71,50,437,924,931,683,463,5,344,0,0,98,98,1068,3,120,115.3,81
8/8/2016 13:00,10693,-529,0,5164,1279,81,0,65,391,918,874,596,464,4,341,0,1,99,99,1026,3,120,115.5,76
8/8/2016 14:00,10136,-1009,0,5173,1425,32,0,61,380,938,775,676,464,6,352,0,0,103,99,987,4,119,115.8,78
8/8/2016 15:00,9216,-1546,0,5225,618,42,67,52,433,924,898,649,464,7,139,0,0,106,99,1139,4,120,115.8,79
8/8/2016 16:00,9028,-1197,0,4553,654,96,0,131,462,920,1225,567,464,7,0,0,0,105,100,1053,3,122,116.1,80
8/8/2016 17:00,7224,-926,0,2530,755,34,39,53,461,866,1040,586,461,7,0,0,0,145,28,1144,1,33,116.2,80
8/8/2016 18:00,5750,-284,0,1100,245,34,0,71,574,858,1005,663,311,5,0,0,0,123,0,1095,0,0,116.8,80
8/8/2016 19:00,5777,-155,0,1566,5,32,0,51,501,861,886,545,33,3,0,0,0,53,0,1341,0,0,117,80
8/8/2016 20:00,5731,-18,0,1342,5,22,0,48,476,858,864,732,32,3,0,0,0,53,0,1335,0,0,117,80
8/8/2016 21:00,5534,0,0,1372,6,13,0,49,444,864,910,671,34,2,0,0,0,53,0,1246,0,0,117.6,81
8/8/2016 22:00,5236,0,0,1268,5,13,0,49,351,871,789,596,32,3,0,0,0,53,0,1197,0,0,118.2,81
8/8/2016 23:00,5360,0,0,1257,5,13,0,69,356,877,966,555,33,3,0,0,0,53,0,1362,0,0,118.7,82
8/9/2016 0:00,5593,0,0,1256,5,13,0,112,461,881,849,566,33,2,0,0,0,53,0,1364,0,0,118.9,82
8/9/2016 1:00,5385,0,0,1308,5,13,0,58,486,886,967,581,33,2,0,0,0,53,0,1178,0,0,119.3,81
8/9/2016 2:00,5569,0,0,1430,5,13,0,55,443,887,872,543,33,2,0,0,0,53,0,1279,0,0,119.3,80
8/9/2016 3:00,5333,0,0,1241,5,13,0,53,372,886,1058,588,33,2,0,0,0,52,0,1212,0,0,119.3,79
8/9/2016 4:00,5707,0,0,1526,5,13,0,52,339,890,916,562,33,2,0,0,0,52,0,1384,0,0,119.7,78
8/9/2016 5:00,5350,0,0,1310,5,13,0,48,426,883,879,512,33,3,0,0,0,53,0,1370,0,0,119.2,79
8/9/2016 6:00,5329,0,0,1236,5,13,0,51,464,869,822,572,32,3,0,0,0,52,0,1232,0,0,118.3,79
8/9/2016 7:00,5168,-142,0,1382,5,29,0,49,469,860,820,543,34,4,0,0,0,52,0,1179,0,0,117.5,78
8/9/2016 8:00,6846,-539,0,2044,802,32,0,59,467,690,819,628,298,8,0,0,0,75,321,1079,1,25,116.5,79
8/9/2016 9:00,8357,-395,0,3440,611,33,90,131,488,27,1050,657,461,7,325,55,0,94,255,1210,4,37,114.8,80
8/9/2016 10:00,10742,-255,0,5129,802,47,74,69,406,414,1037,735,462,5,329,85,0,108,98,1236,5,120,114.7,81
8/9/2016 11:00,10645,-490,0,5179,468,32,33,61,462,986,1079,695,465,5,363,94,1,96,100,1352,6,120,116.4,82
8/9/2016 12:00,9899,-380,0,4681,343,32,80,116,465,975,907,523,465,7,358,87,0,96,100,1199,5,122,116.5,74
8/9/2016 13:00,9112,-245,0,4404,69,78,0,55,291,979,1069,635,465,4,205,88,0,101,102,1068,4,122,117.2,75
8/9/2016 14:00,8089,-555,0,3683,5,34,37,55,328,1007,988,658,467,5,0,89,0,107,103,1053,4,124,117.8,75
8/9/2016 15:00,8085,-501,0,3644,5,56,0,54,457,991,818,762,467,3,0,88,0,99,102,1155,4,124,117.6,77
8/9/2016 16:00,8067,-475,0,3079,5,33,36,54,479,1017,951,877,467,4,0,73,0,114,102,1214,4,124,117.6,77
8/9/2016 17:00,6318,-576,0,1701,5,35,0,27,432,954,1193,734,445,4,0,0,0,143,2,1197,0,9,117.8,78
8/9/2016 18:00,4940,-328,0,884,5,32,0,34,428,929,975,597,34,4,0,0,0,53,0,1301,0,0,117.9,77
8/9/2016 19:00,5611,-152,0,1282,5,32,0,51,497,919,949,594,36,3,0,0,0,53,0,1229,0,0,117.8,77
8/9/2016 20:00,5423,-30,0,1357,5,20,0,56,470,906,946,554,34,3,0,0,0,53,0,1190,0,0,117.2,77
8/9/2016 21:00,5116,0,0,1114,5,13,0,100,439,904,913,545,32,2,0,0,0,52,0,1168,0,0,117.2,77
8/9/2016 22:00,5478,0,0,1349,6,13,0,74,353,897,996,548,32,2,0,0,0,52,0,1331,0,0,116.9,77
8/9/2016 23:00,5310,0,0,1175,5,13,0,58,331,912,901,559,32,2,0,0,0,52,0,1254,0,0,118.3,76
8/10/2016 0:00,5250,0,0,1160,5,13,0,56,452,918,880,578,33,2,0,0,0,52,0,1261,0,0,118.8,77
8/10/2016 1:00,5227,0,0,1072,5,13,0,55,480,924,913,565,33,1,0,0,0,51,0,1267,0,0,119.3,77
8/10/2016 2:00,5283,0,0,1153,5,13,0,53,464,927,836,577,33,1,0,0,0,51,0,1174,0,0,119.6,77
8/10/2016 3:00,5181,0,0,1226,5,13,0,49,351,927,910,579,33,1,0,0,0,51,0,1211,0,0,119.7,77
8/10/2016 4:00,5399,0,0,1273,5,14,0,40,338,925,817,702,33,2,0,0,0,51,0,1381,0,0,119.7,78
8/10/2016 5:00,5550,0,0,1363,5,13,0,40,411,922,929,663,33,1,0,0,0,51,0,1281,0,0,119.4,77
8/10/2016 6:00,5451,0,0,1381,5,13,0,40,434,910,816,544,33,2,0,0,0,51,0,1261,0,0,118.5,77
8/10/2016 7:00,7275,-233,0,2463,172,32,0,49,478,889,1008,580,266,11,0,18,0,75,382,1282,2,19,117,77
8/10/2016 8:00,8029,-642,0,2962,626,33,0,326,348,882,801,554,463,5,366,86,0,92,215,1105,4,35,115.9,78
8/10/2016 9:00,8364,-977,0,4174,6,183,76,171,347,937,995,608,464,8,326,85,0,99,98,1076,3,121,115.5,79
8/10/2016 10:00,7666,-2832,0,5181,16,97,0,76,467,938,727,653,464,5,345,84,0,102,97,1208,4,120,114.5,82
8/10/2016 11:00,8587,-3136,0,5222,1241,33,71,96,490,922,862,593,464,4,339,84,0,95,97,1081,4,120,114.3,84
8/10/2016 12:00,7824,-3372,0,5256,369,34,38,84,518,943,825,758,463,5,320,85,0,99,98,1157,4,119,114.8,84
8/10/2016 13:00,8143,-2959,1,5264,634,76,37,63,329,926,733,682,463,7,323,83,0,107,95,1096,4,119,113.4,85
8/10/2016 14:00,7923,-3125,0,5287,236,34,35,79,438,928,808,656,462,5,314,83,0,119,95,1206,4,120,113.2,85
8/10/2016 15:00,7819,-2962,0,5272,17,34,33,74,433,948,894,802,465,5,0,84,0,109,97,1146,4,120,114.3,85
8/10/2016 16:00,8304,-2463,0,5274,15,34,0,67,470,947,807,682,465,8,0,84,0,110,94,1314,4,119,114.2,86
8/10/2016 17:00,6690,-1244,0,2730,7,35,0,72,387,925,847,752,465,6,0,48,0,153,0,1223,0,14,115.1,86
8/10/2016 18:00,5136,-645,0,1361,5,33,0,123,429,893,766,624,187,6,0,13,0,88,0,1132,0,0,115.9,81
8/10/2016 19:00,5566,-218,0,1155,5,31,0,89,451,899,1035,610,33,5,0,0,0,58,0,1221,0,0,116.5,80
8/10/2016 20:00,5526,-31,0,1361,5,18,0,58,397,907,879,541,32,5,0,0,0,58,0,1243,0,0,117.2,80
8/10/2016 21:00,5100,0,0,1301,5,12,0,50,320,898,861,562,31,5,0,0,0,57,0,1166,0,0,116.7,79
8/10/2016 22:00,5110,0,0,974,5,12,0,47,330,894,816,576,30,5,0,0,0,57,0,1330,0,0,116.5,80
8/10/2016 23:00,5661,0,0,1324,5,13,0,48,436,909,930,567,32,4,0,0,0,55,0,1344,0,0,117.9,79
8/11/2016 0:00,5349,0,0,1227,5,13,0,46,448,917,842,568,33,4,0,0,0,56,0,1258,0,0,118.4,80
8/11/2016 1:00,5258,0,0,1192,5,13,0,52,443,928,898,609,33,4,0,0,0,56,0,1144,0,0,119.2,80
8/11/2016 2:00,5483,0,0,1091,5,13,0,59,437,928,881,731,33,3,0,0,0,55,0,1253,0,0,119.3,79
8/11/2016 3:00,5266,0,0,1292,5,13,0,58,464,933,889,636,33,3,0,0,0,54,0,1111,0,0,119.6,78
8/11/2016 4:00,5487,0,0,1129,5,13,0,58,457,929,920,562,33,3,0,0,0,54,0,1370,0,0,119.3,78
8/11/2016 5:00,5254,0,0,1191,5,13,0,59,452,926,849,576,33,4,0,0,0,54,0,1270,0,0,119.2,78
8/11/2016 6:00,5351,0,0,1049,5,13,0,59,383,911,1094,595,33,4,0,0,0,54,0,1232,0,0,118,77
8/11/2016 7:00,5992,-139,0,2096,5,30,0,57,350,901,840,538,107,6,0,0,0,61,0,1177,0,8,117.3,78
8/11/2016 8:00,7333,-586,0,3232,5,37,0,62,404,874,790,504,466,5,0,70,0,95,473,1032,3,35,116,80
8/11/2016 9:00,6482,-1832,0,2982,6,34,0,161,450,878,1214,545,465,5,262,85,0,105,97,946,2,42,115,82
8/11/2016 10:00,8910,-2631,0,5135,802,41,38,257,469,940,1144,648,463,4,320,85,0,113,98,1222,4,119,115.2,82
8/11/2016 11:00,7813,-3055,0,5189,589,34,37,123,376,935,914,519,463,5,331,85,0,109,97,1075,4,120,114.7,84
8/11/2016 12:00,7744,-2929,0,5187,189,34,36,349,361,930,863,482,463,4,332,83,0,105,95,1096,4,120,113.5,86
8/11/2016 13:00,8254,-3264,0,5212,712,33,36,166,422,955,1047,613,462,7,306,83,0,100,95,1102,4,119,113.1,86
8/11/2016 14:00,7847,-3158,0,5213,17,34,110,205,526,951,910,669,461,7,238,83,0,99,95,1095,4,119,113,88
8/11/2016 15:00,7686,-2880,0,5200,17,34,35,172,570,950,783,600,465,6,0,83,0,116,94,1025,3,119,112.9,89
8/11/2016 16:00,7705,-2419,0,4774,15,34,31,94,429,986,725,541,463,8,0,83,0,126,95,1219,4,119,113,90
8/11/2016 17:00,7104,-1753,0,3657,7,36,0,67,414,906,872,645,464,6,0,20,0,142,54,1097,1,22,113.5,86
8/11/2016 18:00,6569,-734,0,2936,5,32,0,54,473,880,745,539,46,4,0,0,0,57,0,1097,0,0,114.7,86
8/11/2016 19:00,6074,-275,0,2356,5,32,0,50,312,879,774,498,32,5,0,0,0,56,0,1006,0,0,115.5,85
8/11/2016 20:00,5579,-8,0,1805,5,21,0,50,282,873,808,482,31,5,0,0,0,58,0,1090,0,0,115.8,84
8/11/2016 21:00,5874,0,0,2193,6,14,0,47,424,878,743,505,32,4,0,0,0,56,0,973,0,0,116.6,84
8/11/2016 22:00,5751,0,0,2071,6,13,0,49,266,883,765,499,32,4,0,0,0,55,0,1179,0,0,117.2,82
8/11/2016 23:00,5124,0,0,1687,5,13,0,47,380,499,866,497,33,2,0,0,0,54,0,1070,0,0,118.1,82
8/12/2016 0:00,4703,0,0,1469,5,13,0,36,328,25,945,502,33,2,0,0,0,53,0,1102,0,0,118.7,79
8/12/2016 1:00,4753,0,0,1420,5,14,0,37,320,267,839,578,33,1,0,0,0,51,0,1118,0,0,119.2,77
8/12/2016 2:00,5720,0,0,1823,5,14,0,34,409,936,780,728,33,1,0,0,0,49,0,1034,0,0,119.4,77
8/12/2016 3:00,,,,,,,,,,,,,,,,,,,,,,,,77
8/12/2016 4:00,5643,0,0,1771,5,13,0,47,296,917,806,518,33,0,0,0,0,48,0,1200,0,0,119.5,77
8/12/2016 5:00,5642,0,0,1903,5,13,0,47,404,910,817,522,33,1,0,0,0,49,0,1162,0,0,119.4,77
8/12/2016 6:00,4765,0,0,1525,5,13,0,45,281,445,800,498,33,1,0,0,0,49,0,1029,0,0,118.9,77
8/12/2016 7:00,4654,-181,0,1311,4,30,0,48,377,25,760,501,34,2,0,0,0,61,346,1146,1,1,117.9,77
8/12/2016 8:00,5616,-547,0,1845,138,35,39,49,420,279,698,520,422,12,240,0,0,96,175,1032,2,0,116.6,79
8/12/2016 9:00,6913,-1714,0,3124,54,104,38,178,518,920,932,826,462,6,327,30,0,97,98,1105,3,13,115.5,79
8/12/2016 10:00,8006,-2500,0,5111,14,34,150,105,434,966,722,754,463,8,359,42,0,100,99,1166,4,118,115.5,81
8/12/2016 11:00,7448,-3055,0,4725,16,34,107,186,481,961,909,820,461,11,321,41,0,99,96,1135,4,121,114.1,83
8/12/2016 12:00,7760,-3246,0,5205,17,40,36,155,532,959,928,810,461,8,292,40,0,105,95,1115,4,119,113.2,86
8/12/2016 13:00,8507,-3370,0,5199,710,142,36,45,545,988,986,772,462,8,331,41,0,107,95,1163,4,119,113.5,86
8/12/2016 14:00,9655,-1671,0,5234,203,45,105,169,499,983,900,785,463,12,335,40,0,113,94,1139,4,119,112.8,84
8/12/2016 15:00,8370,-2174,0,5213,13,34,37,256,433,965,782,741,464,8,78,41,0,109,96,1034,3,119,113.8,84
8/12/2016 16:00,9740,-665,0,5208,6,33,74,80,438,957,987,619,465,12,0,49,0,109,80,1145,4,119,114.4,85
8/12/2016 17:00,5766,-469,0,1182,5,34,0,81,557,899,920,569,298,5,0,22,0,110,0,1320,0,27,115.7,84
8/12/2016 18:00,5962,-613,0,1949,5,31,0,70,540,898,908,621,33,4,0,0,0,55,0,1320,0,0,116.1,85
8/12/2016 19:00,5492,-367,0,1416,5,31,0,53,461,896,959,517,33,4,0,0,0,55,0,1226,0,0,116.3,85
8/12/2016 20:00,5633,-4,0,1443,5,20,0,51,380,894,846,612,31,5,0,0,0,56,0,1229,0,0,116.6,84
8/12/2016 21:00,5525,0,0,1321,6,13,0,52,428,896,1000,550,31,4,0,0,0,55,0,1239,0,0,117,80
8/12/2016 22:00,5597,0,0,1460,6,13,0,51,487,898,866,725,32,3,0,0,0,54,0,1087,0,0,117.3,79
8/12/2016 23:00,5752,0,0,1350,6,13,0,53,402,908,841,697,32,3,0,0,0,54,0,1359,0,0,118.2,80
8/13/2016 0:00,5385,0,0,1341,6,13,0,43,344,909,812,554,32,3,0,0,0,54,0,1356,0,0,118.3,78
8/13/2016 1:00,5372,0,0,1204,6,13,0,41,454,915,851,586,33,3,0,0,0,54,0,1263,0,0,118.8,78
8/13/2016 2:00,5531,0,0,1316,5,13,0,41,442,918,836,589,33,2,0,0,0,53,0,1275,0,0,119.1,78
8/13/2016 3:00,5166,0,0,1350,5,13,0,40,346,922,865,535,33,2,0,0,0,52,0,1187,0,0,119.5,77
8/13/2016 4:00,5380,0,0,1274,6,13,0,45,415,925,905,553,33,2,0,0,0,52,0,1196,0,0,119.7,77
8/13/2016 5:00,5581,0,0,1372,5,14,0,54,493,922,856,592,33,2,0,0,0,52,0,1376,0,0,119.5,77
8/13/2016 6:00,5393,0,0,1403,5,14,0,51,381,916,856,584,33,2,0,0,0,51,0,1285,0,0,119.1,77
8/13/2016 7:00,5873,-144,0,1531,5,32,0,88,438,908,840,559,112,3,0,0,0,57,0,1322,0,5,118.5,77
8/13/2016 8:00,7717,-506,0,3283,5,68,30,121,394,867,894,516,463,10,290,21,0,96,450,1060,3,36,115.9,79
8/13/2016 9:00,7042,-1832,0,3546,397,63,0,99,414,863,942,535,463,5,344,54,0,95,97,1003,3,34,115.1,80
8/13/2016 10:00,7322,-2707,0,4670,316,34,0,106,482,940,795,681,464,4,202,85,0,102,98,942,3,117,115.2,83
8/13/2016 11:00,6530,-3140,0,4335,16,34,0,138,363,955,883,744,465,6,0,85,0,99,97,1227,4,121,114.9,85
8/13/2016 12:00,6097,-3366,1,4242,16,34,0,146,281,939,819,665,465,6,0,84,0,93,96,1219,4,120,114.1,86
8/13/2016 13:00,6781,-3454,1,4776,19,34,0,109,447,950,773,777,466,5,0,84,0,94,95,1177,4,120,113.7,86
8/13/2016 14:00,8001,-3327,0,5217,785,56,38,51,423,924,935,687,466,6,0,83,0,97,94,1063,3,119,113,87
8/13/2016 15:00,7604,-2999,0,5209,108,34,0,77,282,933,717,820,467,4,0,83,0,103,95,1213,4,120,113,87
8/13/2016 16:00,7815,-2514,0,5233,15,34,0,112,336,927,795,640,467,4,0,51,0,102,95,982,3,118,113,87
8/13/2016 17:00,4831,-2139,0,1639,8,36,0,44,408,902,733,666,388,7,0,0,0,132,1,1300,0,44,115.2,87
8/13/2016 18:00,5658,-715,0,1405,5,32,0,35,469,877,858,757,32,4,0,0,0,56,0,1308,0,0,115.3,83
8/13/2016 19:00,6416,-233,0,1934,5,32,0,74,412,877,927,585,32,4,0,0,0,56,0,1309,0,0,115.5,85
8/13/2016 20:00,5605,2,0,1424,5,21,0,70,335,884,774,578,31,5,0,0,0,56,0,1321,0,0,116.3,84
8/13/2016 21:00,5514,0,0,1341,6,12,0,41,406,891,792,537,32,5,0,0,0,57,0,1332,0,0,116.9,82
8/13/2016 22:00,5454,0,0,1332,6,12,0,27,451,892,760,607,31,5,0,0,0,57,0,1183,0,0,117.2,82
8/13/2016 23:00,5240,0,0,1320,6,13,0,66,312,901,787,595,31,5,0,0,0,57,0,1247,0,0,117.8,82
8/14/2016 0:00,5462,0,0,1235,6,13,0,67,401,902,847,554,32,5,0,0,0,57,0,1355,0,0,118,81
8/14/2016 1:00,5721,0,0,1448,6,13,0,46,451,907,821,543,32,5,0,0,0,57,0,1359,0,0,118.4,81
8/14/2016 2:00,5715,0,0,1509,6,13,0,27,366,910,839,571,33,5,0,0,0,56,0,1360,0,0,118.6,81
8/14/2016 3:00,5289,0,0,1293,6,13,0,59,303,896,754,555,32,5,0,0,0,56,0,1343,0,0,117.6,79
8/14/2016 4:00,5353,0,0,1292,5,13,0,67,484,899,796,561,32,4,0,0,0,55,0,1235,0,0,117.8,80
8/14/2016 5:00,5466,0,0,1343,6,13,0,53,376,897,837,629,32,4,0,0,0,55,0,1199,0,0,117.7,79
8/14/2016 6:00,5559,0,0,1401,5,13,0,27,374,896,906,691,32,5,0,0,0,55,0,1350,0,0,117.5,80
8/14/2016 7:00,5611,-100,0,1288,5,26,0,148,425,894,827,558,50,5,0,0,0,57,0,1343,0,2,117.4,80
8/14/2016 8:00,8187,-607,0,2958,775,33,38,150,396,878,875,598,463,7,1,0,0,98,471,1145,3,35,115.8,79
8/14/2016 9:00,7030,-1080,0,3098,189,34,0,260,319,889,802,535,462,6,375,0,0,98,98,1130,3,118,115.2,82
8/14/2016 10:00,7396,-1916,0,4280,8,34,77,205,403,936,707,590,461,6,285,0,0,109,97,1046,4,120,114.9,83
8/14/2016 11:00,7079,-2734,0,4729,292,33,0,70,450,928,707,473,463,6,0,0,0,99,97,1163,3,118,114.6,86
8/14/2016 12:00,6245,-2408,0,3803,12,34,0,59,278,923,736,495,463,6,0,0,0,105,96,1229,4,121,114.2,88
8/14/2016 13:00,6793,-2508,1,4295,13,34,0,55,332,939,733,541,465,6,0,0,0,100,96,1135,4,121,114.1,88
8/14/2016 14:00,6171,-1625,0,2734,6,33,0,50,403,946,766,585,371,7,0,0,0,106,53,1219,3,108,114.6,89
8/14/2016 15:00,4234,-2160,0,1563,7,31,0,52,399,881,778,538,31,5,0,0,0,55,0,1300,0,0,114.7,81
8/14/2016 16:00,3810,-2220,0,1527,7,31,0,51,333,863,768,520,31,5,0,0,0,55,0,1290,0,0,113.8,85
8/14/2016 17:00,5083,-1127,0,1814,5,30,0,52,377,863,898,598,31,5,0,0,0,55,0,1142,0,0,114.2,88
8/14/2016 18:00,5815,-444,0,1772,5,30,0,49,431,868,753,698,32,4,0,0,0,55,0,1309,0,0,114.9,87
8/14/2016 19:00,5587,-204,0,1466,5,31,0,50,431,871,773,550,34,5,0,0,0,56,0,1315,0,0,115.3,86
8/14/2016 20:00,5582,-2,0,1521,5,20,0,52,333,881,755,523,33,5,0,0,0,57,0,1327,0,0,116.2,85
8/14/2016 21:00,5410,0,0,1494,6,12,0,50,307,885,773,512,33,5,0,0,0,55,0,1243,0,0,116.7,81
8/14/2016 22:00,5662,0,0,1490,6,13,0,50,469,892,795,549,31,4,0,0,0,55,0,1240,0,0,117.2,82
8/14/2016 23:00,5496,0,0,1387,6,13,0,50,410,902,830,566,32,3,0,0,0,54,0,1202,0,0,118,82
8/15/2016 0:00,5609,0,0,1606,6,13,0,51,352,902,837,555,31,3,0,0,0,54,0,1367,0,0,118.1,81
8/15/2016 1:00,5616,0,0,1439,6,13,0,47,346,904,821,543,32,3,0,0,0,54,0,1365,0,0,118.4,81
