,,Daily SiteSage Data, 2018-01-01 15:57:00,Customer: ,Historic Green Village,Location: Bakery (F1)

Column name is Energy Monitor Channel Number-Circuit Name
Channel Columns contain energy usage(production) in kWh for day
Voltage is average voltage for day

 Date,"CH1-Bldg F1","CH3-PV Array F1","CH4-Plug: Front FridgeT","CH5-A/C: WSHP1","CH6-Range","CH8-Plug: Microwave","CH9-Wired: Dishwasher","CH10-Plug: Mixer","CH11-Plug: Fridge in Back","CH12-Plug: Front Display Case","CH13-Plug: Back Middle Freezer","CH14-Plug: Back Freezer near Wall","CH15-Lights: Indoor 1","CH16-DHW Gas Instant","CH17-Plug: Gas Oven","CH18-Plugs: Outlet 1","CH19-Plugs: Outlet 2","CH20-Plugs: Outlet 3","CH21-Plug: Front Small Fridge","CH22-Lights: Bath/Mechanical Room","CH23-Plug: Outdoor Receptacle","CH24-Lights: Outdoor 4",4065/Voltage,Outdoor Temp
2013-10-17,125.985,-19.074,,48.759,10.505,0.789,0.222,1.001,9.170,12.454,28.745,14.163,6.387,0.085,2.386,0.038,0.013,1.524,0.244,0.684,0.180,1.239,121.90000,76.9
2013-10-18,115.492,-19.025,,43.155,6.884,0.848,0.142,0.596,8.078,12.254,28.288,13.610,5.885,0.066,0.003,0.031,0.010,1.942,0.273,0.639,0.190,1.185,121.21667,78.6
2013-10-19,126.464,-15.578,,48.569,5.516,0.703,0.281,1.124,8.381,12.389,23.734,12.872,6.889,0.071,0.006,1.471,0.016,1.504,0.259,0.685,0.400,1.259,120.76250,78.6
2013-10-20,95.989,-17.734,,36.879,2.320,0.750,0.053,0.084,7.656,11.683,23.055,12.896,3.798,0.062,1.297,0.000,0.008,1.370,0.284,0.532,0.000,0.635,121.61250,79.6
2013-10-21,113.052,-17.200,,45.945,3.791,0.755,0.186,0.268,9.100,11.903,25.103,13.367,5.580,0.076,2.166,0.030,0.011,1.339,0.288,0.699,0.186,1.101,121.90417,79.3
2013-10-22,106.932,-17.576,,39.353,7.880,0.806,0.050,0.228,8.581,12.328,24.797,13.537,4.924,0.065,0.003,0.013,0.010,1.502,0.280,0.608,0.147,1.005,121.47500,77.9
2013-10-23,93.234,-13.032,,29.393,5.911,0.719,0.125,0.754,8.255,11.719,20.837,13.173,5.567,0.068,0.427,0.057,0.008,1.462,0.287,0.598,0.162,1.028,119.20000,75.9
2013-10-24,91.558,-9.926,,20.169,6.740,0.744,0.211,1.027,8.445,11.863,26.967,13.230,5.511,0.089,0.412,0.025,0.005,1.395,0.302,0.617,0.168,0.846,119.84583,68.6
2013-10-25,78.342,-19.612,,21.913,2.565,0.685,0.049,0.873,7.864,11.788,22.678,13.385,5.898,0.059,0.002,0.008,0.004,1.782,0.300,0.612,0.167,1.118,119.80417,70.8
2013-10-26,71.134,-18.459,,17.755,0.806,0.809,0.108,0.891,7.485,11.613,21.181,13.206,5.250,0.054,0.003,0.000,0.003,1.752,0.299,0.601,0.160,1.078,119.86250,69.1
2013-10-27,76.414,-19.292,,20.733,6.219,0.658,0.099,0.850,7.710,11.172,21.332,13.324,4.434,0.054,0.305,0.000,0.004,1.338,0.299,0.529,0.122,0.781,119.84583,69.4
2013-10-28,82.512,-18.753,,23.065,3.746,0.712,0.086,0.862,8.108,11.079,24.539,13.226,5.601,0.062,0.002,0.011,0.005,1.724,0.294,0.609,0.163,1.085,119.46250,71.8
2013-10-29,90.368,-18.496,,28.193,6.460,0.725,0.130,0.454,7.662,11.961,21.579,12.685,6.480,0.061,0.003,0.000,0.007,1.755,0.289,1.250,0.170,1.150,119.49167,74.5
2013-10-30,93.615,-16.022,,28.942,8.025,0.803,0.086,0.885,7.641,11.664,19.964,12.959,5.227,0.062,0.004,0.014,0.008,1.570,0.281,1.542,0.162,1.019,119.45417,75.1
2013-10-31,103.224,-17.623,,37.168,6.674,0.754,0.143,0.853,8.262,12.209,22.245,13.312,5.478,0.065,1.432,0.025,0.010,1.534,0.275,0.631,0.180,1.087,120.17917,75.1
2013-11-01,123.980,-17.392,,50.433,6.608,1.411,0.200,1.062,9.223,11.967,28.671,13.861,5.830,0.092,1.903,0.354,0.013,1.357,0.270,0.688,0.185,0.976,121.87917,77.3
2013-11-02,101.113,-6.156,,25.148,6.729,1.053,0.140,0.935,9.109,12.751,24.605,13.779,5.099,0.063,0.004,0.016,0.007,1.829,0.263,0.605,0.136,1.006,122.04167,72.9
2013-11-03,101.152,-18.697,,37.815,9.101,0.923,0.140,1.095,7.868,12.011,21.881,13.091,6.492,0.072,0.345,0.001,0.013,1.956,0.155,0.723,0.116,0.877,120.33750,70
2013-11-04,106.460,-15.090,,42.597,3.001,0.840,0.166,1.958,8.118,11.221,25.943,12.816,5.913,0.086,0.003,0.007,0.010,1.693,0.269,0.691,0.145,1.020,119.78333,69.6
2013-11-05,87.641,-12.328,,23.432,4.681,0.703,0.006,1.794,7.574,11.570,20.886,13.134,4.983,0.065,0.004,0.000,0.006,1.893,0.284,0.596,0.145,0.970,119.57917,73.8
2013-11-06,93.162,-16.928,,30.769,3.027,0.789,0.189,1.797,8.258,11.830,22.787,13.108,4.958,0.072,0.839,0.000,0.008,1.359,0.277,0.667,0.154,0.964,120.98750,75.5
2013-11-07,108.887,-12.905,,34.428,8.229,0.950,0.146,2.122,9.281,12.857,25.092,14.162,6.187,0.110,1.060,0.032,0.010,1.502,0.277,0.688,0.146,1.122,122.79167,73
2013-11-08,95.073,-14.775,,27.996,4.852,0.969,0.056,2.293,8.709,12.303,24.170,13.762,6.546,0.115,0.004,0.053,0.007,1.690,0.245,0.621,0.133,0.979,123.45000,72.4
2013-11-09,88.966,-11.569,,23.514,2.715,0.659,0.096,1.784,7.955,11.742,22.486,13.681,5.788,0.077,0.005,0.000,0.006,1.487,0.260,0.554,0.138,0.935,121.59167,73.3
2013-11-10,96.919,-13.171,,29.188,4.630,0.932,0.182,1.857,8.831,12.119,25.452,13.250,5.528,0.093,0.932,0.010,0.006,1.385,0.266,0.652,0.150,1.058,121.69167,73.8
2013-11-11,98.725,-14.576,,34.305,4.037,0.931,0.144,1.028,9.321,11.809,23.205,13.956,5.284,0.104,1.597,0.075,0.009,1.488,0.271,0.608,0.155,0.994,121.55417,73.5
2013-11-12,91.766,-10.817,,26.875,1.513,1.037,0.181,0.955,8.466,11.635,22.759,13.798,5.135,0.103,0.787,0.000,0.008,1.577,0.291,0.641,0.145,1.034,122.08750,72
2013-11-13,83.993,-13.245,,17.355,3.159,0.777,0.141,1.973,8.098,10.966,26.704,13.692,6.640,0.105,0.003,0.000,0.004,2.352,0.273,0.789,0.133,0.986,122.02917,63.9
2013-11-14,85.121,-15.116,,20.309,5.356,0.733,0.140,2.013,7.776,11.215,22.186,13.437,7.298,0.064,0.807,0.009,0.000,2.086,0.216,0.688,0.146,0.877,119.45417,64.5
2013-11-15,97.932,-5.647,,20.808,5.610,0.815,0.083,2.780,8.249,12.213,21.873,13.599,7.150,0.060,1.056,0.000,0.000,1.801,0.302,1.034,0.206,1.251,120.04583,68.3
2013-11-16,96.330,-7.552,,23.396,6.530,1.063,0.125,1.734,7.590,11.558,22.759,13.007,6.700,0.060,0.000,0.000,0.000,1.781,0.291,0.624,0.136,0.827,119.53750,73.1
2013-11-17,75.116,-14.613,,20.448,1.416,0.649,0.000,0.437,7.173,11.305,20.644,13.048,3.571,0.033,0.000,0.000,0.000,1.608,0.285,0.426,0.000,0.607,119.86667,74.1
2013-11-18,87.523,-15.272,,28.809,4.924,0.696,0.185,0.739,7.546,11.295,20.986,13.117,5.311,0.058,0.013,0.034,0.006,1.392,0.125,0.581,0.007,0.950,119.61250,73.9
2013-11-19,108.934,-12.876,,40.543,5.706,0.959,0.319,1.081,8.293,11.427,24.606,13.901,5.875,0.068,2.594,0.037,0.000,1.475,0.000,0.597,0.000,0.972,120.48750,75.3
2013-11-20,92.031,-11.342,,26.849,1.709,0.852,0.123,0.842,8.053,11.213,23.856,13.447,4.895,0.052,0.673,0.000,0.000,1.837,0.123,0.578,0.133,0.927,119.70417,72.3
2013-11-21,104.615,-13.143,,34.640,6.922,0.832,0.085,0.950,7.710,11.246,21.004,12.825,6.554,0.055,0.495,0.000,0.000,2.301,0.261,0.654,0.142,1.143,119.48750,75.3
2013-11-22,108.155,-10.706,,35.998,2.134,0.757,0.148,0.866,8.709,11.513,25.949,13.035,5.347,0.052,2.316,0.022,0.000,1.452,0.257,0.566,0.151,1.029,119.27917,75
2013-11-23,100.130,-14.713,,32.436,3.420,0.847,0.168,0.176,8.262,11.604,25.282,13.345,5.218,0.064,1.439,0.001,0.002,1.583,0.272,0.576,0.137,1.000,119.50000,72.5
2013-11-24,101.176,-9.251,,28.928,3.137,0.847,0.182,0.856,8.775,11.696,26.736,13.450,5.819,0.083,2.629,0.014,0.002,1.509,0.238,0.619,0.160,1.051,120.35417,67.8
2013-11-25,95.898,-13.147,,24.289,5.177,0.832,0.164,0.481,8.592,12.085,27.117,13.669,6.938,0.062,0.995,0.015,0.000,1.800,0.288,0.654,0.182,1.109,119.58333,68.9
2013-11-26,127.540,-10.415,,47.060,9.778,1.173,0.244,0.998,9.576,11.660,25.045,13.380,9.019,0.123,1.922,0.000,0.000,2.103,0.270,0.790,0.000,1.269,120.49583,72.5
2013-11-27,100.078,-10.021,,22.775,7.614,0.832,0.256,0.150,10.457,12.254,27.820,13.675,6.503,0.081,1.128,0.000,0.000,1.802,0.241,0.656,0.096,0.889,121.85000,65.4
2013-11-28,55.549,-16.711,,4.811,0.140,0.733,0.000,0.139,7.913,11.888,23.325,14.064,2.841,0.043,0.000,0.000,0.000,1.573,0.248,0.286,0.000,0.000,122.14167,53.1
2013-11-29,68.723,-10.539,,5.172,2.944,0.813,0.038,0.514,8.293,11.232,23.545,14.233,4.311,0.064,0.000,0.000,0.000,1.745,0.227,0.520,0.000,0.637,121.94583,61
2013-11-30,80.378,-9.857,,10.702,6.087,0.908,0.150,0.685,8.367,12.141,26.169,14.332,4.686,0.072,0.000,0.000,0.000,1.511,0.215,0.557,0.000,0.873,121.70833,64.5
2013-12-01,88.916,-7.598,,17.479,3.856,0.873,0.094,0.810,9.059,11.724,26.765,15.079,5.214,0.108,2.056,0.000,0.000,1.887,0.225,0.561,0.134,0.905,121.99167,63.4
2013-12-02,95.760,-5.688,,21.449,3.764,1.092,0.289,1.057,8.889,11.171,27.037,14.407,6.413,0.142,2.052,0.050,0.000,1.757,0.244,0.629,0.161,1.089,121.22917,64.3
2013-12-03,89.629,-9.823,,17.438,8.001,0.991,0.157,0.947,8.954,11.751,25.750,14.370,5.754,0.090,0.000,0.052,0.000,1.885,0.228,0.584,0.000,1.064,121.59583,68.8
2013-12-04,86.142,-14.034,,24.191,3.717,0.755,0.190,2.076,7.988,11.504,24.046,13.712,6.297,0.065,0.000,0.007,0.000,1.554,0.282,0.617,0.000,0.522,120.66667,72.1
2013-12-05,100.968,-12.577,,35.435,3.137,0.956,0.267,0.820,8.303,11.674,25.357,13.673,7.378,0.063,2.418,0.081,0.000,1.804,0.272,0.630,0.000,0.813,121.50833,70.9
2013-12-06,102.166,-14.259,,30.442,5.387,0.770,0.279,0.247,8.424,11.779,27.801,13.718,7.811,0.068,0.000,0.015,0.000,1.925,0.274,0.684,0.000,0.559,121.77917,73.9
2013-12-07,86.243,-14.233,,19.422,2.949,0.858,0.035,0.516,8.203,12.475,24.758,14.400,4.540,0.043,0.000,0.000,0.000,1.265,0.279,0.438,0.000,0.678,120.71250,72.5
2013-12-08,99.918,-13.760,,27.599,7.883,0.725,0.122,0.798,8.468,11.708,24.598,13.482,6.633,0.055,0.537,0.000,0.000,2.175,0.277,0.474,0.001,0.426,119.08750,72.4
2013-12-09,110.223,-13.195,,37.114,8.014,0.985,0.332,1.148,8.766,11.687,24.712,13.923,6.141,0.074,1.970,0.091,0.000,1.502,0.300,0.642,0.062,1.030,119.52917,71.9
2013-12-10,102.266,-14.335,,30.460,4.861,1.198,0.154,0.821,8.338,11.689,25.691,13.684,5.878,0.062,0.774,0.012,0.000,1.652,0.284,0.801,0.055,0.816,119.52500,71.2
2013-12-11,89.734,-13.830,,21.303,7.184,0.876,0.036,0.699,8.448,11.945,23.090,13.515,5.507,0.058,0.000,0.009,0.000,1.561,0.288,0.802,0.056,0.433,119.56667,71
2013-12-12,85.701,-9.178,,16.187,3.609,0.940,0.123,0.677,8.043,10.893,21.443,13.819,7.827,0.050,0.000,0.000,0.000,2.424,0.294,1.396,0.048,1.169,119.81667,66.4
2013-12-13,105.051,-14.049,,28.727,6.664,1.177,0.127,0.313,8.963,11.771,26.434,13.646,8.140,0.101,2.295,0.019,0.000,1.819,0.299,1.266,0.073,1.535,119.87500,64.5
2013-12-14,84.986,-13.427,,18.271,3.874,0.904,0.040,0.000,8.401,13.112,23.345,13.519,4.656,0.053,0.000,0.005,0.000,1.420,0.303,1.467,0.041,0.484,119.68333,71.8
2013-12-15,82.838,-9.119,,14.914,0.530,0.743,0.034,0.676,8.290,12.012,24.227,13.891,4.646,0.060,1.150,1.089,0.002,1.684,0.310,1.619,0.024,0.441,119.65833,69.2
2013-12-16,73.397,-14.683,,10.090,3.182,0.797,0.074,0.764,7.884,11.214,24.570,14.047,5.302,0.062,0.665,0.005,0.000,1.623,0.312,1.131,0.040,1.092,120.12500,58.5
2013-12-17,74.910,-15.108,,9.824,5.180,0.864,0.100,0.676,8.105,11.051,24.919,14.230,5.337,0.061,0.649,0.035,0.000,1.471,0.312,0.839,0.053,0.622,119.61250,58.1
2013-12-18,73.786,-15.101,,12.532,3.696,0.865,0.209,0.699,7.610,11.639,23.227,13.927,5.062,0.071,0.757,0.014,0.000,1.414,0.326,0.420,0.036,0.353,119.61667,58.5
2013-12-19,87.725,-14.568,,20.907,4.188,0.746,0.238,0.834,8.803,11.106,26.788,14.754,5.257,0.070,1.892,0.020,0.000,1.390,0.332,0.428,0.049,0.364,119.80833,61.2
2013-12-20,98.681,-13.481,,27.763,2.154,1.420,0.079,0.410,8.569,11.710,27.965,14.073,6.602,0.063,0.794,0.068,0.000,2.015,0.316,0.489,0.069,0.594,119.63333,70.6
2013-12-21,106.101,-13.850,,32.163,5.373,1.070,0.273,0.231,8.981,12.038,24.506,14.457,6.472,0.050,1.275,0.024,0.000,1.667,0.291,0.467,0.070,0.976,119.44167,73.6
2013-12-22,108.743,-13.653,,33.823,6.001,0.934,0.204,0.794,9.248,12.130,27.481,14.321,5.253,0.055,1.022,0.013,0.000,1.726,0.295,0.432,0.051,0.896,118.97083,73.7
2013-12-23,118.176,-13.220,,42.050,7.197,0.860,0.193,0.107,8.704,12.664,28.268,14.185,7.156,0.055,2.314,0.000,0.000,1.849,0.283,0.500,0.052,0.930,118.70000,73.6
2013-12-24,75.952,-14.466,,11.095,3.826,0.817,0.083,0.571,8.987,12.222,26.240,14.274,3.665,0.052,0.000,0.000,0.000,1.279,0.322,0.373,0.033,0.649,119.70833,64.5
2013-12-25,54.884,-13.233,,0.049,0.107,0.747,0.000,0.000,8.191,12.386,23.544,14.537,0.848,0.029,0.000,0.000,0.000,1.009,0.349,0.176,0.000,0.000,119.87500,63.3
2013-12-26,84.583,-9.142,,13.965,6.247,0.731,0.083,0.525,8.261,11.967,23.735,14.124,5.097,0.049,0.000,0.000,0.000,1.453,0.323,0.450,0.049,1.010,119.82500,66.8
2013-12-27,85.564,-7.546,,14.545,3.509,0.962,0.123,0.070,8.414,11.926,23.798,13.930,5.926,0.053,0.000,0.006,0.000,1.515,0.335,0.473,0.050,1.118,119.57917,67.4
2013-12-28,96.429,-8.321,,20.694,7.623,0.723,0.162,0.078,8.236,12.214,24.932,13.978,5.386,0.060,0.000,0.001,0.000,1.402,0.326,0.462,0.052,1.020,119.15417,71.3
2013-12-29,82.210,-5.697,,14.515,1.774,0.746,0.151,0.330,9.099,12.125,23.026,13.706,4.188,0.041,0.534,0.000,0.000,1.307,0.319,0.349,0.038,0.568,119.21667,69.8
2013-12-30,100.725,-6.163,,20.477,7.323,1.151,0.222,0.816,9.142,12.457,24.875,13.725,8.213,0.093,1.625,0.143,0.000,1.961,0.307,0.622,0.041,1.297,119.55833,64.3
