,,Hourly SiteSage  Data, 2016-10-28 20:37:00,Customer: ,Historic Green Village @AMI

Column name is Energy Monitor Channel Number-Circuit Name
Channel Columns contain energy usage(production) in watt hours for hour
Voltage is average voltage for hour

 Date/Time,"CH1-Bldg F1","CH2-Bldg F1","CH3-Solar Input (F1)","CH4-No CT","CH5-WSHP","CH6-Range","CH7-Range","CH8-Microwave","CH9-Dishwasher","CH10-Mixer","CH11-Fridge in Back","CH12-Front Display Case","CH13-Back Middle Freezer","CH14-Back Freezer near Wall","CH15-Lighting{1}","CH16-Gas Water Heater","CH17-Gas Convection Oven","CH18-Receptacle 1","CH19-Receptacle 2","CH20-Receptacle 3","CH21-Front Small Fridge","CH22-Bath/Mechanical Room","CH23-Outdoor Receptacle","CH24-Lighting Outdoor",Outdoor Temp
2013-03-15 12:00:00,802,743,-3502,4,27,493,479,40,0,69,329,425,1070,679,536,3,0,1,0,106,0,55,140,285
2013-03-15 13:00:00,806,559,-3554,4,28,404,395,40,0,115,332,287,1156,580,535,3,0,2,0,134,0,61,140,270
2013-03-15 14:00:00,1181,1304,-3359,3,1742,131,123,41,43,85,379,525,936,603,558,3,0,1,0,143,0,55,141,250,66
2013-03-15 15:00:00,1600,1360,-3048,2,1643,8,2,135,0,106,376,443,880,560,567,3,275,2,0,150,0,58,141,260
2013-03-15 16:00:00,1983,1692,-2418,1,1934,8,2,83,0,83,307,414,1049,496,568,4,359,2,0,147,0,62,142,246
2013-03-15 17:00:00,2604,2564,-1436,0,2480,6,0,40,37,97,325,574,1084,522,579,3,371,2,0,137,0,57,142,273,64
2013-03-15 18:00:00,3229,2993,-396,0,2235,341,331,38,0,103,336,355,1032,501,578,4,374,2,1,90,0,64,141,300
2013-03-15 19:00:00,2700,2676,-149,0,1274,189,181,43,43,67,389,326,1028,635,579,4,267,2,0,94,0,59,70,173
2013-03-15 20:00:00,3018,3115,38,0,1665,462,452,13,40,14,444,449,1252,610,579,5,0,2,0,135,0,43,0,44,60
2013-03-15 21:00:00,1990,2486,38,0,1418,6,0,13,0,0,382,450,848,562,579,3,0,1,0,151,0,16,0,7
2013-03-15 22:00:00,1552,1125,39,0,21,6,0,13,0,0,400,351,1030,482,83,1,0,1,0,91,0,18,0,0
2013-03-15 23:00:00,1292,1114,43,0,23,6,0,14,0,0,384,349,776,537,36,1,0,2,0,89,0,19,0,0,53
2013-03-16 00:00:00,1296,1225,43,0,23,5,0,14,0,0,272,486,898,528,36,1,0,2,0,114,0,19,0,0
2013-03-16 01:00:00,1421,1360,43,0,358,5,0,14,0,0,351,464,798,526,36,1,0,1,0,112,0,19,0,0
2013-03-16 02:00:00,1387,1288,43,0,380,5,0,14,0,0,329,363,770,513,36,1,0,2,0,114,0,19,0,0,51
2013-03-16 03:00:00,1202,1132,43,0,23,5,0,14,0,0,232,362,850,528,36,1,0,1,0,116,0,20,0,0
2013-03-16 04:00:00,1245,1202,43,0,23,5,0,14,0,0,317,451,799,526,36,1,0,1,0,115,0,19,0,0
2013-03-16 05:00:00,1332,1347,41,0,351,5,0,14,0,0,307,493,740,504,36,1,0,1,0,92,0,19,0,0,50
2013-03-16 06:00:00,1197,1124,38,0,19,6,0,13,0,0,238,356,826,531,34,1,0,1,0,111,0,18,0,0
2013-03-16 07:00:00,1288,1209,-10,0,320,6,0,19,0,0,243,351,749,481,34,1,0,1,0,91,0,19,0,0
2013-03-16 08:00:00,1068,1004,-247,0,22,5,0,34,0,0,326,387,644,502,35,2,0,1,0,80,0,20,0,0,52
2013-03-16 09:00:00,1480,1488,-1204,0,648,296,288,35,0,180,282,505,757,653,214,2,0,1,0,78,0,33,0,11
2013-03-16 10:00:00,1588,1574,-2363,1,231,781,767,101,0,157,353,436,790,546,577,4,0,1,0,76,0,67,123,403
2013-03-16 11:00:00,2290,2006,-3110,2,2065,726,711,111,0,97,369,325,1135,490,580,6,0,1,0,102,0,72,138,501,69
2013-03-16 12:00:00,1655,1648,-3466,3,1619,678,662,253,0,94,257,586,828,497,580,3,0,1,0,82,0,75,139,434
2013-03-16 13:00:00,2251,2145,-3593,3,1885,1082,1062,182,0,107,406,474,940,521,580,5,0,1,0,83,0,73,139,420
2013-03-16 14:00:00,1710,1900,-3446,3,1835,773,757,100,0,102,243,551,839,440,580,4,0,1,0,82,0,68,140,364,70
2013-03-16 15:00:00,2281,2110,-3101,2,2389,585,571,49,44,57,408,348,1161,480,579,5,0,2,0,143,0,68,140,340
2013-03-16 16:00:00,2239,1790,-2327,1,2175,144,136,39,0,309,403,340,1191,457,576,5,0,1,0,136,0,72,140,362
2013-03-16 17:00:00,2709,2389,-1495,0,2225,6,0,40,43,117,370,613,1343,444,577,7,175,2,0,151,0,64,141,335,68
2013-03-16 18:00:00,3252,2953,-425,0,2461,5,0,62,44,97,422,497,1204,502,577,6,195,2,0,158,0,60,142,322
2013-03-16 19:00:00,1848,1916,-150,0,238,5,0,38,0,59,413,465,1082,494,581,6,0,1,0,154,0,54,96,217
2013-03-16 20:00:00,2022,1627,38,0,507,6,0,13,39,0,485,518,1210,551,179,3,0,2,0,72,0,18,0,0,63
2013-03-16 21:00:00,1570,1158,39,0,21,6,0,13,0,0,378,381,1083,583,35,1,0,2,0,52,0,18,0,0
2013-03-16 22:00:00,1507,1273,39,0,381,6,0,13,0,0,295,377,920,513,35,1,0,1,0,52,0,18,0,0
2013-03-16 23:00:00,1400,1283,43,0,23,5,0,15,0,0,364,381,905,742,36,1,0,2,0,51,0,20,0,0,59
2013-03-17 00:00:00,1542,1401,44,0,412,5,0,15,0,0,291,422,964,608,36,2,0,2,0,52,0,20,0,0
2013-03-17 01:00:00,1471,1262,43,0,24,5,0,14,0,0,382,519,985,588,36,1,0,2,0,51,0,20,0,0
2013-03-17 02:00:00,1495,1349,43,0,404,5,0,15,0,0,258,481,930,520,37,1,0,2,0,53,0,20,0,0,55
2013-03-17 03:00:00,1508,1246,44,0,307,4,0,15,0,0,309,385,932,533,37,1,0,2,0,52,0,20,0,0
2013-03-17 04:00:00,1418,1118,44,0,23,5,0,14,0,0,317,380,993,545,36,1,0,1,0,52,0,20,0,0
2013-03-17 05:00:00,1450,1226,43,0,334,5,0,14,0,0,239,371,925,505,36,1,0,1,0,52,0,20,0,0,55
2013-03-17 06:00:00,1337,1178,41,0,22,5,0,14,0,0,353,426,858,564,36,1,0,2,0,53,0,19,0,0
2013-03-17 07:00:00,1175,1164,-6,0,20,5,0,19,0,0,252,496,767,509,35,1,0,1,0,52,0,19,0,0
2013-03-17 08:00:00,2259,1999,-314,0,1098,356,348,46,0,194,338,431,815,492,202,3,0,1,0,62,0,32,0,14,55
2013-03-17 09:00:00,1801,1909,-957,0,237,670,656,39,0,82,295,305,686,508,580,3,0,1,0,103,0,67,67,396
2013-03-17 10:00:00,1871,1439,-1654,0,660,74,66,133,0,72,357,489,1413,514,578,5,0,2,0,103,0,70,138,473
2013-03-17 11:00:00,2389,2269,-2060,0,1580,626,618,81,0,81,351,449,1161,484,581,6,0,1,0,109,0,69,138,431,70
2013-03-17 12:00:00,2238,1931,-2140,0,1557,487,478,39,0,107,339,357,1150,458,580,5,94,25,0,106,0,70,138,434
2013-03-17 13:00:00,2566,2461,-2879,1,2343,542,529,51,0,161,434,557,1035,733,578,6,333,14,0,109,0,73,138,419
2013-03-17 14:00:00,2995,2829,-1985,0,2761,615,602,39,40,134,448,512,822,520,578,7,360,2,0,110,0,67,138,418,73
2013-03-17 15:00:00,3140,3052,-1450,0,2348,780,765,328,42,105,330,342,813,531,578,6,6,1,0,108,0,67,139,395
2013-03-17 16:00:00,2912,3174,-465,0,1190,761,747,78,0,66,362,727,1057,492,580,3,0,1,0,150,0,69,139,396
2013-03-17 17:00:00,2715,2610,-324,0,1094,456,443,92,42,84,313,392,1115,512,579,7,0,1,0,125,0,66,139,382,69
2013-03-17 18:00:00,2420,2196,-175,0,1128,5,0,48,0,0,331,355,1483,521,580,8,0,2,0,127,0,47,70,184
2013-03-17 19:00:00,2118,1964,-119,0,738,5,0,35,44,0,459,366,1183,569,458,6,0,2,0,132,0,19,0,0
2013-03-17 20:00:00,2014,1190,38,0,17,6,0,12,0,0,451,472,1513,530,34,1,0,2,0,49,0,17,0,0,68
2013-03-17 21:00:00,1763,1180,40,0,20,6,0,13,0,0,428,481,1273,525,35,1,0,2,0,50,0,17,0,0
2013-03-17 22:00:00,1718,1421,42,0,414,5,0,14,0,0,327,485,1124,582,36,1,0,2,0,52,0,18,0,0
2013-03-17 23:00:00,1435,1234,42,0,161,5,0,14,0,0,291,427,951,561,36,2,0,2,0,51,0,20,0,0,66
2013-03-18 00:00:00,1646,1223,43,0,251,4,0,14,0,0,418,403,1037,517,36,1,0,2,0,51,0,21,0,0
2013-03-18 01:00:00,1577,1335,43,0,426,3,0,15,0,0,271,399,1008,552,36,1,0,2,0,52,0,21,0,0
2013-03-18 02:00:00,1361,1330,43,0,24,3,0,15,0,0,278,408,935,721,36,1,0,2,0,51,0,21,0,0,64
2013-03-18 03:00:00,1587,1364,43,0,421,2,0,14,0,0,381,399,914,592,36,1,0,2,0,52,0,21,0,0
2013-03-18 04:00:00,1377,1171,43,0,23,1,0,14,0,0,264,396,982,593,36,1,0,1,0,50,0,21,0,0
2013-03-18 05:00:00,1565,1326,43,0,396,2,0,14,0,0,242,459,1047,509,36,1,0,1,0,51,0,21,0,0,63
2013-03-18 06:00:00,1323,1233,40,0,18,5,0,14,0,0,370,483,799,576,35,1,0,2,0,52,0,20,0,0
2013-03-18 07:00:00,1402,1351,-21,0,442,5,0,20,0,0,238,480,830,495,35,1,0,1,0,53,0,20,0,0
2013-03-18 08:00:00,1317,1048,-349,0,215,5,0,34,0,0,330,397,838,524,35,2,0,1,0,53,0,20,0,0,63
2013-03-18 09:00:00,2184,2059,-995,0,1400,432,422,52,0,203,312,342,781,550,356,3,0,2,0,105,1,46,0,209
2013-03-18 10:00:00,2308,2275,-950,0,1430,445,434,52,0,134,452,440,627,451,579,3,0,2,0,91,0,70,0,483
2013-03-18 11:00:00,2554,2818,-786,0,1611,478,465,66,0,98,276,612,811,497,582,5,70,2,0,93,0,74,113,476,71
2013-03-18 12:00:00,2978,2758,-632,0,1254,651,637,90,0,77,315,410,1025,546,581,5,362,3,0,81,0,63,138,506
2013-03-18 13:00:00,2951,2475,-603,0,1600,155,147,81,0,75,431,528,1233,502,579,6,362,3,0,96,0,67,138,514
2013-03-18 14:00:00,3442,3327,-391,0,3404,5,0,121,39,87,238,556,1065,480,579,7,174,3,1,77,0,73,138,487,68
2013-03-18 15:00:00,2698,2728,-364,0,2331,6,0,209,0,73,333,427,739,507,579,4,0,2,0,76,0,70,138,506
2013-03-18 16:00:00,1775,2009,-726,0,447,5,0,150,0,91,298,653,957,733,580,3,81,2,0,83,0,74,139,437
2013-03-18 17:00:00,3111,2970,-563,0,1599,863,851,37,42,74,378,433,946,495,581,13,366,3,0,73,0,50,1,42,67
2013-03-18 18:00:00,3128,3085,-302,0,2264,320,310,39,33,0,446,490,1340,581,580,8,34,3,0,90,0,45,0,0
2013-03-18 19:00:00,2334,2212,-116,0,1196,6,0,34,0,0,487,405,1256,528,581,8,0,3,0,76,0,17,0,0
2013-03-18 20:00:00,1906,1493,37,0,426,6,0,13,0,0,481,377,1164,568,186,2,0,1,0,61,0,16,0,0,66
2013-03-18 21:00:00,1543,1145,38,0,15,6,0,13,0,0,410,391,1018,557,34,1,0,2,0,51,0,18,0,0
2013-03-18 22:00:00,1470,1124,41,0,19,6,0,14,0,0,277,393,1070,528,36,1,0,2,0,53,0,19,0,0
2013-03-18 23:00:00,1778,1352,43,0,408,6,0,14,0,0,387,412,1117,561,36,1,0,2,0,53,0,20,0,0,67
2013-03-19 00:00:00,1387,1196,43,0,20,4,0,14,0,0,301,473,949,543,36,2,0,2,0,49,0,21,0,0
2013-03-19 01:00:00,1542,1365,43,0,476,4,0,14,0,0,296,479,919,502,36,1,0,1,0,51,0,20,0,0
2013-03-19 02:00:00,1516,1282,43,0,229,3,0,14,0,0,364,481,941,541,36,1,0,1,0,51,0,20,0,0,67
2013-03-19 03:00:00,1375,1250,43,0,219,3,0,15,0,0,265,440,882,536,36,2,0,2,0,50,0,21,0,0
2013-03-19 04:00:00,1483,1366,43,0,426,2,0,15,0,0,343,394,828,603,36,1,0,2,0,51,0,21,0,0
2013-03-19 05:00:00,1332,1298,43,0,22,4,0,15,0,0,286,390,910,725,36,1,0,1,0,51,0,20,0,0,63
2013-03-19 06:00:00,1417,1298,40,0,416,5,0,13,0,0,229,391,853,520,35,1,0,1,0,53,0,18,0,0
2013-03-19 07:00:00,1298,1108,22,0,15,6,0,15,0,0,367,374,766,532,34,1,0,1,0,52,0,18,0,0
2013-03-19 08:00:00,1473,1216,-224,0,487,5,0,34,0,0,304,384,827,482,36,2,0,1,0,54,0,20,0,0,64
2013-03-19 09:00:00,2677,2695,-641,0,1572,688,676,34,0,192,362,551,823,522,361,3,0,1,0,84,0,41,0,4
2013-03-19 10:00:00,2019,2097,-2248,1,1569,380,370,52,0,83,396,763,854,484,577,4,0,1,0,73,0,69,103,573
2013-03-19 11:00:00,2254,2104,-2964,2,1806,683,668,112,164,90,373,591,909,501,581,9,0,1,0,87,0,67,138,527,76
2013-03-19 12:00:00,2394,2066,-3249,2,1913,690,676,159,40,91,352,587,1112,541,579,6,148,8,0,87,0,63,138,513
2013-03-19 13:00:00,3001,2808,-3358,2,3584,735,719,79,112,74,330,440,807,472,579,6,343,2,0,81,0,65,137,504
2013-03-19 14:00:00,2884,2765,-3254,2,3317,763,747,39,0,81,351,541,850,493,579,4,360,2,0,81,0,70,138,456,75
2013-03-19 15:00:00,2736,2436,-2875,2,3139,403,392,40,0,91,258,415,1153,492,578,5,349,2,0,78,0,70,138,462
2013-03-19 16:00:00,2761,2913,-1770,0,3197,187,177,47,0,121,301,497,939,461,580,5,46,61,0,85,0,64,137,484
2013-03-19 17:00:00,3621,3314,-1177,0,2925,664,652,39,41,89,234,361,1405,566,576,5,378,3,1,73,0,54,42,156,73
2013-03-19 18:00:00,2996,3019,-387,0,2189,262,253,38,0,102,396,487,1143,618,579,4,235,3,0,95,0,50,0,0
2013-03-19 19:00:00,2595,2636,-170,0,1748,6,0,38,0,0,427,471,1432,696,580,6,0,2,0,101,0,45,0,0
2013-03-19 20:00:00,1896,2105,38,0,910,6,0,14,41,0,482,446,969,625,507,5,0,2,0,77,0,27,0,0,68
2013-03-19 21:00:00,1322,1117,38,0,19,6,0,14,0,0,435,415,878,581,34,1,0,1,0,50,0,16,0,0
2013-03-19 22:00:00,1588,1304,41,0,393,6,0,14,0,0,423,420,988,591,35,1,0,2,0,51,0,18,0,0
2013-03-19 23:00:00,1540,1370,43,0,503,6,0,14,0,0,420,435,873,597,36,2,0,2,0,52,0,18,0,0,66
2013-03-20 00:00:00,1461,1235,41,0,369,5,0,14,0,0,410,425,890,522,36,1,0,2,0,51,0,20,0,0
2013-03-20 01:00:00,1483,1261,41,0,375,5,0,14,0,0,343,426,963,548,36,2,0,2,0,51,0,21,0,0
2013-03-20 02:00:00,1226,1119,43,0,23,4,0,14,0,0,256,425,937,582,37,1,0,2,0,51,0,21,0,0,64
2013-03-20 03:00:00,1402,1247,43,0,432,3,0,14,0,0,335,416,857,503,37,1,0,2,0,52,0,21,0,0
2013-03-20 04:00:00,1456,1276,43,0,380,3,0,15,0,0,322,425,950,562,37,2,0,2,0,52,0,21,0,0
2013-03-20 05:00:00,1350,1090,43,0,22,4,0,14,0,0,275,417,1057,553,36,1,0,2,0,51,0,21,0,0,65
2013-03-20 06:00:00,1397,1249,41,0,446,5,0,14,0,0,325,407,849,509,36,1,0,1,0,52,0,19,0,0
2013-03-20 07:00:00,1287,1388,38,0,416,6,0,14,0,0,288,407,768,689,35,1,0,1,0,52,0,19,0,0
2013-03-20 08:00:00,1147,1094,-103,0,19,6,0,29,0,0,299,400,798,598,35,1,0,1,0,53,0,19,0,0,64
2013-03-20 09:00:00,1840,1919,-394,0,419,348,339,38,0,211,378,555,732,539,357,3,0,1,0,107,0,52,42,165
2013-03-20 10:00:00,3093,3004,-413,0,1477,629,617,121,0,81,475,405,945,495,553,5,0,1,0,122,0,69,136,543
2013-03-20 11:00:00,3167,3120,-567,0,1645,785,772,69,0,73,361,353,1066,478,578,4,0,1,0,141,0,61,136,566,69
2013-03-20 12:00:00,2454,2160,-1592,0,1645,178,170,150,0,216,320,509,1279,483,580,4,0,1,0,141,0,69,137,522
2013-03-20 13:00:00,2535,2530,-564,0,1319,249,241,39,0,78,355,467,1137,535,580,4,0,1,0,146,0,74,137,512
2013-03-20 14:00:00,2123,2181,-1353,0,1284,186,178,40,0,84,309,580,1136,516,580,4,0,1,0,132,0,75,136,519,70
2013-03-20 15:00:00,2927,2692,-1388,0,2182,270,262,40,0,79,340,511,1284,541,579,5,263,2,0,133,0,64,136,533
2013-03-20 16:00:00,2926,2964,-691,0,2272,172,164,56,41,75,369,537,972,518,580,6,179,1,0,149,0,70,137,509
2013-03-20 17:00:00,3428,3382,-400,0,2279,578,566,55,0,230,343,517,1072,495,577,6,0,1,0,144,0,68,65,478,69
2013-03-20 18:00:00,2912,2852,-168,0,1315,540,525,38,61,10,340,419,1309,523,571,12,0,1,0,144,0,48,0,0
2013-03-20 19:00:00,2994,2929,9,4,1743,328,319,16,2,4,507,384,1324,543,575,11,2,4,2,154,4,40,3,2
2013-03-20 20:00:00,1741,1555,38,0,435,6,0,13,0,0,369,427,1073,547,193,3,0,1,0,73,0,6,0,0,64
2013-03-20 21:00:00,1520,1120,40,0,21,6,0,13,0,0,306,392,1112,517,35,1,0,1,0,49,0,7,0,0
2013-03-20 22:00:00,1488,1190,43,0,23,6,0,14,0,0,310,409,1066,588,36,1,0,2,0,49,0,7,0,0
2013-03-20 23:00:00,1485,1121,43,0,22,5,0,14,0,0,355,419,1046,504,36,1,0,2,0,51,0,7,0,0,60
2013-03-21 00:00:00,1547,1354,40,0,372,5,0,14,0,0,235,450,1039,555,36,1,0,2,0,50,0,7,0,0
2013-03-21 01:00:00,1475,1275,39,0,23,5,0,14,0,0,357,454,1026,667,36,1,0,2,0,50,0,7,0,0
2013-03-21 02:00:00,1780,1482,41,0,456,4,0,14,0,0,293,465,1204,654,36,1,0,2,0,51,0,7,0,0,60
2013-03-21 03:00:00,1415,1205,43,0,23,5,0,14,0,0,297,447,1011,590,36,1,0,2,0,51,0,7,0,0
2013-03-21 04:00:00,1548,1402,41,0,440,5,0,14,0,0,294,450,941,577,36,1,0,2,0,51,0,7,0,0
2013-03-21 05:00:00,1332,1141,39,0,22,5,0,14,0,0,290,462,913,506,36,1,0,1,0,51,0,7,0,0,59
2013-03-21 06:00:00,1459,1337,39,0,384,6,0,14,0,0,310,396,853,576,35,1,0,1,0,52,0,7,0,0
2013-03-21 07:00:00,1189,1063,-8,0,18,6,0,20,0,0,242,390,778,477,35,1,0,1,0,53,0,7,0,0
2013-03-21 08:00:00,1180,990,-272,0,22,6,0,35,0,0,324,381,779,554,35,2,0,1,0,54,0,9,0,0,56
2013-03-21 09:00:00,2141,1943,-1360,0,1051,731,719,36,42,271,338,338,771,468,359,5,0,2,0,72,0,36,0,6
2013-03-21 10:00:00,1434,1291,-2666,2,237,665,652,40,0,104,416,417,835,599,577,5,0,2,0,74,0,73,108,504
2013-03-21 11:00:00,1521,1275,-3323,3,685,619,606,39,0,398,249,518,1046,502,579,6,0,3,0,74,0,69,139,443,66
2013-03-21 12:00:00,1078,876,-3609,4,1006,351,340,47,0,82,281,397,1003,529,580,4,0,3,0,87,0,72,139,417
2013-03-21 13:00:00,778,567,-3710,4,578,406,397,40,0,82,391,329,998,485,580,5,0,3,0,94,0,73,140,383
2013-03-21 14:00:00,1531,1175,-3610,4,1047,622,609,111,0,94,331,419,1106,481,579,5,0,3,0,91,0,62,140,341,66
2013-03-21 15:00:00,1933,1981,-3274,3,1654,727,712,61,0,91,408,509,1099,723,579,3,0,2,0,97,0,61,141,307
2013-03-21 16:00:00,1628,1526,-2633,1,670,705,692,63,0,81,379,405,916,515,579,3,0,2,0,96,0,59,141,312
2013-03-21 17:00:00,2191,2124,-1731,0,1722,396,387,39,43,83,343,387,949,511,577,6,0,3,0,92,0,59,65,306,64
2013-03-21 18:00:00,2328,2310,-467,0,1219,65,58,40,44,47,414,560,1068,540,576,6,0,3,0,82,0,35,0,332
2013-03-21 19:00:00,2297,2222,-88,0,910,5,0,39,0,0,442,535,1225,564,577,6,0,3,0,96,0,26,0,364
2013-03-21 20:00:00,1532,1212,38,0,32,5,0,15,0,0,426,381,985,496,129,2,0,1,0,48,0,18,0,28,57
2013-03-21 21:00:00,1382,1186,39,0,21,6,0,13,0,0,262,459,984,535,35,1,0,2,0,46,0,17,0,0
2013-03-21 22:00:00,1597,1185,42,0,23,5,0,14,0,0,360,471,1134,538,36,1,0,2,0,48,0,18,0,0
2013-03-21 23:00:00,1364,1164,43,0,23,5,0,15,0,0,305,470,935,523,36,2,0,1,0,48,0,19,0,0,51
2013-03-22 00:00:00,1352,1152,43,0,23,5,0,15,0,0,316,425,899,559,36,2,0,2,0,49,0,20,0,0
2013-03-22 01:00:00,1413,1096,42,0,24,4,0,14,0,0,329,391,973,511,36,2,0,2,0,49,0,21,0,0
2013-03-22 02:00:00,1392,1270,41,0,330,5,0,14,0,0,266,398,835,541,36,1,0,2,0,50,0,20,0,0,49
2013-03-22 03:00:00,1439,1094,40,0,24,4,0,14,0,0,392,396,924,496,36,1,0,2,0,50,0,21,0,0
2013-03-22 04:00:00,1197,1265,39,0,23,5,0,14,0,0,250,395,797,721,36,1,0,1,0,50,0,21,0,0
2013-03-22 05:00:00,1406,1228,39,0,23,5,0,14,0,0,343,394,937,641,36,1,0,2,0,50,0,21,0,0,51
2013-03-22 06:00:00,1203,1131,38,0,18,6,0,14,0,0,275,456,760,490,35,1,0,1,0,51,0,20,0,0
2013-03-22 07:00:00,1289,1201,-42,0,21,6,0,21,0,0,292,484,861,560,34,1,0,1,0,52,0,19,0,0
2013-03-22 08:00:00,1163,975,-291,0,22,6,0,35,0,0,336,460,753,483,35,2,0,1,0,52,0,19,0,0,53
2013-03-22 09:00:00,1769,1458,-1114,0,845,370,361,45,0,78,302,357,978,507,123,2,0,1,0,57,0,29,0,0
2013-03-22 10:00:00,1599,1356,-1606,0,220,373,363,111,0,187,403,323,766,487,576,5,0,1,0,88,0,69,0,510
2013-03-22 11:00:00,1628,1618,-1967,1,1049,367,355,40,0,99,379,465,716,473,577,5,0,2,0,84,0,73,0,495,66
2013-03-22 12:00:00,1783,1905,-1477,0,985,455,445,63,37,85,215,429,723,488,582,5,0,25,0,87,0,77,0,478
2013-03-22 13:00:00,1568,1732,-1446,0,1024,130,123,40,0,101,241,466,715,501,582,3,124,4,0,97,0,74,139,404
2013-03-22 14:00:00,2516,2323,-1772,0,1964,447,435,63,0,236,331,363,747,539,579,4,356,3,0,78,0,74,139,381,74
2013-03-22 15:00:00,2935,3050,-1088,0,2062,571,558,39,0,127,414,663,823,487,579,3,369,3,0,86,0,62,140,360
2013-03-22 16:00:00,2472,2425,-1781,0,2551,121,113,63,0,134,403,616,828,495,578,5,370,3,0,85,0,64,140,356
2013-03-22 17:00:00,2506,2461,-909,0,1092,645,633,38,0,71,368,516,1028,509,579,4,62,3,0,77,0,63,69,353,74
2013-03-22 18:00:00,3265,3249,-262,0,1753,371,361,61,41,69,390,438,1467,748,581,7,0,63,0,78,0,48,0,170
2013-03-22 19:00:00,3288,3251,-102,0,2845,6,0,31,41,67,490,351,1175,655,575,20,0,64,0,76,0,44,0,43
2013-03-22 20:00:00,2170,1887,37,0,805,6,0,13,41,4,452,375,1223,556,381,5,0,2,0,77,0,37,0,26,70
2013-03-22 21:00:00,1427,1157,41,5,26,8,4,14,1,3,456,410,836,553,39,2,2,4,3,56,1,17,0,2
2013-03-22 22:00:00,1722,1369,43,0,405,6,0,14,0,0,397,409,1022,569,36,1,0,2,0,53,0,7,0,0
2013-03-22 23:00:00,1530,1396,43,0,397,5,0,14,0,0,333,453,899,567,36,1,0,1,0,51,0,7,0,0,67
2013-03-23 00:00:00,1458,1373,41,0,400,4,0,14,0,0,268,477,877,528,36,1,0,2,0,50,0,7,0,0
2013-03-23 01:00:00,1604,1424,43,0,399,5,0,14,0,0,354,476,949,582,36,2,0,1,0,52,0,7,0,0
2013-03-23 02:00:00,1540,1358,42,0,410,4,0,14,0,0,325,472,932,522,36,1,0,2,0,52,0,7,0,0,66
2013-03-23 03:00:00,1374,1292,42,0,194,3,0,14,0,0,256,454,904,575,37,1,0,2,0,51,0,7,0,0
2013-03-23 04:00:00,1383,1340,42,0,210,2,0,15,0,0,344,398,830,675,36,1,0,2,0,50,0,7,0,0
2013-03-23 05:00:00,1684,1372,42,0,404,2,0,15,0,0,325,401,1097,616,36,1,0,2,0,51,0,7,0,0,66
2013-03-23 06:00:00,1513,1336,42,0,428,4,0,14,0,0,249,394,928,547,36,1,0,2,0,51,0,7,0,0
2013-03-23 07:00:00,1387,1272,-39,0,363,5,0,21,0,0,281,390,810,524,36,1,0,1,0,52,0,8,0,0
2013-03-23 08:00:00,1262,948,-274,0,22,5,0,35,0,0,395,385,807,491,36,2,0,1,0,51,0,10,0,0,68
2013-03-23 09:00:00,2551,2314,-649,0,1709,505,493,140,0,175,285,395,840,536,218,3,0,1,0,71,0,25,0,11
2013-03-23 10:00:00,2866,2583,-1368,0,1736,560,546,40,0,216,389,433,1098,442,579,5,0,1,0,94,0,57,131,526
2013-03-23 11:00:00,2624,2660,-2133,0,2186,713,698,39,0,100,419,523,996,493,580,5,0,16,0,76,0,57,138,438,72
2013-03-23 12:00:00,2305,2242,-2470,1,1955,524,513,113,0,89,447,441,982,463,579,5,0,119,0,95,0,62,138,443
2013-03-23 13:00:00,2108,2322,-2703,1,2149,421,410,41,0,90,393,664,1022,586,580,3,0,0,0,133,0,52,138,414
2013-03-23 14:00:00,2323,2334,-2292,0,2054,345,336,111,41,92,347,493,1115,622,579,6,0,0,0,146,0,69,138,433,73
2013-03-23 15:00:00,2610,2491,-2065,0,2477,179,171,94,0,79,366,518,1126,612,579,5,152,0,0,136,0,68,138,421
2013-03-23 16:00:00,3592,3257,-1657,0,3616,234,227,343,101,37,345,471,987,581,577,6,346,4,0,151,0,63,138,514
2013-03-23 17:00:00,4137,3894,-838,0,3274,395,382,452,0,26,371,458,1183,839,578,6,358,15,1,148,0,59,138,480,73
2013-03-23 18:00:00,3660,3591,-387,0,3007,478,467,59,82,0,403,444,1091,630,577,14,362,0,1,153,0,45,4,61
2013-03-23 19:00:00,2884,2687,-103,0,1947,5,0,54,60,0,554,492,1229,594,513,8,40,0,0,120,0,27,0,33
2013-03-23 20:00:00,1703,1164,38,0,13,6,0,14,0,0,520,410,1088,582,33,1,0,0,0,48,0,16,0,0,69
2013-03-23 21:00:00,1907,1441,38,0,494,6,0,13,0,0,481,438,1096,594,33,1,0,0,0,50,0,16,0,0
2013-03-23 22:00:00,1780,1424,39,0,551,6,0,13,0,0,456,430,983,556,35,1,0,0,0,52,0,17,0,0
2013-03-23 23:00:00,1790,1409,40,0,501,6,0,14,0,0,275,432,1203,565,35,1,0,0,0,52,0,17,0,0,71
2013-03-24 00:00:00,1704,1442,42,0,636,5,0,14,0,0,398,424,882,535,36,2,0,0,0,51,0,18,0,0
2013-03-24 01:00:00,1625,1372,42,0,573,4,0,14,0,0,316,420,937,504,36,2,0,0,0,49,0,19,0,0
2013-03-24 02:00:00,1553,1356,42,0,450,4,0,14,0,0,315,406,919,556,36,1,0,0,0,52,0,20,0,0,70
2013-03-24 03:00:00,1475,1317,43,0,424,5,0,14,0,0,312,420,824,511,36,1,0,0,0,52,0,21,0,0
