,,Daily SiteSage Data, 2018-01-01 15:58:00,Customer: ,Historic Green Village,Location: Bakery (F1)

Column name is Energy Monitor Channel Number-Circuit Name
Channel Columns contain energy usage(production) in kWh for day
Voltage is average voltage for day

 Date,"CH1-Bldg F1","CH3-PV Array F1","CH4-Plug: Front FridgeT","CH5-A/C: WSHP1","CH6-Range","CH8-Plug: Microwave","CH9-Wired: Dishwasher","CH10-Plug: Mixer","CH11-Plug: Fridge in Back","CH12-Plug: Front Display Case","CH13-Plug: Back Middle Freezer","CH14-Plug: Back Freezer near Wall","CH15-Lights: Indoor 1","CH16-DHW Gas Instant","CH17-Plug: Gas Oven","CH18-Plugs: Outlet 1","CH19-Plugs: Outlet 2","CH20-Plugs: Outlet 3","CH21-Plug: Front Small Fridge","CH22-Lights: Bath/Mechanical Room","CH23-Plug: Outdoor Receptacle","CH24-Lights: Outdoor 4",4065/Voltage,Outdoor Temp
2015-04-15,,,,,,,,,,,,,,,,,,,,,,,,77.5
2015-04-16,157.254,-16.721,0.000,53.119,5.576,0.808,0.151,2.753,10.160,23.148,19.546,12.708,7.760,0.054,2.316,0.859,0.002,1.820,1.509,22.584,0.023,0.929,118.27917,78.6
2015-04-17,140.866,-13.625,0.000,46.010,2.285,1.113,0.053,1.209,9.934,20.708,20.438,14.076,6.347,0.061,1.559,0.854,0.000,1.537,1.786,20.373,0.018,0.866,118.39412,76.5
2015-04-18,,,,,,,,,,,,,,,,,,,,,,,,78.3
2015-04-19,144.835,-22.182,0.001,50.867,3.888,1.021,0.270,2.172,10.448,23.352,21.265,13.016,6.633,0.057,2.207,0.570,0.000,1.546,1.341,22.571,0.020,0.629,118.91667,77.5
2015-04-20,165.875,-14.551,0.000,57.636,3.361,0.825,0.303,2.739,11.918,23.320,21.225,14.904,7.001,0.077,2.933,0.709,0.004,1.774,1.707,22.834,0.028,1.192,118.45000,76.8
2015-04-21,146.897,-18.745,0.002,48.164,3.987,0.895,0.281,1.888,10.563,22.999,20.959,13.669,8.177,0.079,2.468,1.228,0.000,2.076,1.574,22.441,0.020,0.728,118.64167,76.1
2015-04-22,140.642,-26.325,0.000,47.108,0.951,0.926,0.196,2.053,11.803,23.228,22.361,14.209,7.050,0.049,1.926,1.552,0.000,1.643,1.568,22.411,0.016,0.971,118.54583,78
2015-04-23,157.462,-13.546,0.000,49.433,6.815,0.632,0.084,2.770,11.741,23.242,20.954,12.917,7.126,0.065,2.980,0.783,0.004,1.756,1.642,22.891,0.028,1.226,118.99583,77
2015-04-24,140.142,-25.566,0.000,48.769,1.653,0.747,0.180,1.711,10.088,22.873,21.417,14.731,7.647,0.062,1.115,0.703,0.000,1.798,1.548,22.506,0.014,0.902,118.18333,79.7
2015-04-25,154.146,-24.180,0.000,53.878,3.688,0.693,0.190,2.171,12.319,23.121,19.709,13.854,9.400,0.064,1.681,0.814,0.000,2.083,1.754,22.409,0.014,1.152,118.12500,78.4
2015-04-26,140.802,-22.729,0.003,50.241,2.504,0.774,0.084,2.043,11.745,22.684,19.741,13.159,7.762,0.050,1.501,0.013,0.000,2.040,1.578,22.022,0.014,0.736,117.86667,80.4
2015-04-27,145.084,-21.563,0.002,48.690,3.840,0.919,0.083,2.057,11.118,23.017,20.688,14.198,7.438,0.067,1.450,0.000,0.000,1.806,1.626,22.569,0.016,1.022,118.07500,80.8
2015-04-28,118.279,-0.791,0.000,28.511,1.103,0.892,0.096,1.138,8.292,22.191,19.755,12.885,2.165,0.039,0.001,0.035,0.000,1.202,1.489,22.301,0.008,0.004,120.76000,76.6
2015-04-29,,,,,,,,,,,,,,,,,,,,,,,,76.8
2015-04-30,140.634,-26.663,0.008,47.057,3.943,0.863,0.153,2.708,10.484,23.548,21.391,14.221,8.103,0.088,3.144,0.010,0.000,1.821,1.564,22.470,0.025,1.042,119.01667,73.8
2015-05-01,137.191,-27.562,0.006,42.451,2.956,0.685,0.321,2.572,12.394,23.421,20.945,14.556,7.945,0.075,2.741,0.000,0.000,1.688,1.671,22.979,0.025,1.055,118.56667,74.9
2015-05-02,95.360,-28.657,0.017,23.952,0.168,0.576,0.000,1.220,8.623,22.539,19.548,12.947,0.836,0.039,0.000,0.000,0.000,1.155,0.000,22.368,0.002,0.000,119.02917,73.3
2015-05-03,120.015,-28.471,0.012,36.412,3.433,0.700,0.030,1.603,10.401,22.806,20.369,13.347,6.982,0.053,0.574,0.398,0.000,1.819,1.323,22.322,0.008,0.654,118.46250,75.3
2015-05-04,146.673,-24.574,0.003,47.173,3.229,1.302,0.240,2.286,12.779,23.262,21.269,13.614,6.848,0.080,2.494,1.573,0.000,1.666,1.770,22.649,0.021,1.244,118.64167,75
2015-05-05,147.421,-24.432,0.003,48.203,3.034,1.020,0.202,1.750,12.052,23.165,21.342,14.281,6.958,0.067,2.437,1.254,0.001,1.622,1.522,22.575,0.022,0.996,118.71250,76.3
2015-05-06,146.978,-27.461,0.000,46.994,1.153,1.071,0.249,1.906,13.098,22.993,23.662,15.712,7.162,0.066,1.529,1.316,0.000,1.853,1.560,22.723,0.015,1.117,118.46667,75.8
2015-05-07,139.156,-27.846,0.002,46.105,4.169,0.760,0.039,2.022,9.344,23.246,21.274,13.829,7.595,0.048,2.166,0.574,0.001,1.994,1.571,22.938,0.021,1.080,118.52083,76.2
2015-05-08,156.251,-27.901,0.001,54.848,5.348,1.116,0.365,2.046,9.517,23.492,23.777,15.628,8.845,0.068,2.936,1.853,0.000,1.880,1.567,22.926,0.027,0.934,118.88333,76.8
2015-05-09,141.165,-27.871,0.000,46.777,1.385,0.898,0.115,1.357,10.571,23.177,20.278,15.122,9.041,0.049,1.503,0.104,0.000,2.224,1.716,22.805,0.018,1.046,118.26667,77.7
2015-05-10,146.260,-1.808,0.003,43.501,3.313,0.434,0.150,2.354,10.703,22.612,19.401,12.725,5.529,0.040,2.345,0.002,0.002,1.471,1.306,22.138,0.025,0.715,118.05417,78
2015-05-11,156.284,-25.740,0.000,54.354,4.944,0.796,0.138,2.349,12.519,21.853,22.184,15.003,6.617,0.066,3.081,0.000,0.001,1.717,1.580,22.314,0.027,1.046,117.08333,78.6
2015-05-12,164.669,-26.141,0.000,57.860,6.227,1.333,0.145,2.094,15.717,22.021,21.613,13.144,8.089,0.067,1.881,1.492,0.000,1.973,1.531,22.139,0.019,0.871,117.16667,79.4
2015-05-13,148.838,-26.774,0.000,56.060,0.204,1.144,0.270,1.968,12.642,22.003,21.717,13.981,7.512,0.071,2.081,1.155,0.000,1.880,1.689,22.178,0.020,1.009,117.67083,79.7
2015-05-14,157.507,-25.204,0.001,58.348,4.238,0.751,0.187,2.475,12.591,22.036,21.142,14.098,6.628,0.061,2.356,2.243,0.005,1.648,1.871,22.623,0.026,1.334,117.47083,80.3
2015-05-15,137.314,-25.840,0.002,46.519,0.982,1.124,0.036,1.611,9.446,21.937,22.133,13.922,7.657,0.058,0.000,1.671,0.000,1.822,1.609,22.485,0.006,1.305,117.68750,80.2
2015-05-16,137.082,-24.625,0.004,44.996,2.139,0.751,0.080,1.401,8.828,22.264,20.215,12.769,8.904,0.052,0.524,0.036,0.000,2.203,1.786,22.914,0.006,1.077,118.04583,79
2015-05-17,131.496,-25.881,0.007,48.248,3.793,0.780,0.036,2.005,10.169,22.009,19.324,12.736,8.065,0.049,2.151,0.019,0.000,2.046,1.421,22.575,0.019,0.671,117.71667,79.5
2015-05-18,154.606,-26.720,0.000,56.813,2.510,1.362,0.265,4.108,12.566,22.264,21.773,14.068,8.150,0.050,2.673,1.077,0.000,2.041,1.566,22.560,0.022,1.082,117.88750,80.1
2015-05-19,149.437,-27.159,0.001,53.141,0.677,0.648,0.156,1.499,10.498,21.844,19.966,13.084,8.105,0.084,1.834,1.173,0.000,2.007,1.722,21.881,0.018,1.135,116.91667,80.4
2015-05-20,147.256,-27.028,0.000,53.951,2.439,1.453,0.159,1.615,11.876,21.820,20.341,13.546,6.544,0.057,2.133,1.214,0.000,1.716,1.650,22.219,0.019,1.001,117.67917,81.5
2015-05-21,154.876,-27.124,0.002,59.767,4.589,0.654,0.188,2.813,12.377,22.019,21.321,14.554,6.288,0.045,2.111,0.724,0.000,1.507,1.621,21.862,0.021,1.121,117.46250,81.8
2015-05-22,171.236,-27.540,0.000,67.289,5.984,0.826,0.114,2.648,13.351,21.671,21.501,14.729,9.316,0.048,3.009,1.859,0.001,1.987,1.608,21.889,0.027,0.958,117.14583,82.6
2015-05-23,146.421,-26.231,0.001,50.516,2.290,0.631,0.117,1.708,10.905,21.760,21.020,14.844,9.545,0.046,0.000,0.643,0.000,2.151,1.567,22.363,0.011,1.248,117.11667,81.8
2015-05-24,145.387,-20.538,0.003,54.455,3.570,0.704,0.227,1.991,11.330,21.481,20.359,13.126,6.551,0.049,2.766,0.665,0.000,1.835,1.288,22.132,0.022,0.642,117.44167,80.6
2015-05-25,139.916,-28.342,0.004,51.319,1.386,1.399,0.162,1.588,12.930,21.294,20.803,13.280,6.853,0.056,0.463,1.372,0.000,1.748,1.650,21.745,0.010,1.186,117.28182,81.2
2015-05-26,,,,,,,,,,,,,,,,,,,,,,,,80.5
2015-05-27,143.914,-27.560,0.001,51.627,1.746,0.721,0.187,1.531,11.784,23.144,22.606,13.928,6.224,0.052,2.065,0.252,0.000,1.689,1.432,22.583,0.022,0.913,117.66250,81.1
2015-05-28,146.569,-27.492,0.002,52.461,1.717,0.736,0.107,3.028,13.216,23.278,20.840,14.519,6.803,0.046,2.168,0.738,0.000,1.779,1.401,22.766,0.025,0.986,117.71250,80.6
2015-05-29,125.415,-22.524,0.004,40.832,1.103,0.591,0.112,1.402,9.437,22.681,20.292,13.306,4.582,0.044,1.316,0.704,0.000,1.501,1.226,22.707,0.018,0.760,117.86250,78.8
2015-05-30,142.703,-28.506,0.002,50.054,3.877,0.877,0.195,1.589,9.760,23.205,21.399,14.150,7.710,0.049,1.195,0.924,0.000,1.887,1.494,23.039,0.021,1.132,117.68333,79.7
2015-05-31,132.851,-27.357,0.005,51.883,1.519,0.625,0.156,1.877,9.719,22.404,19.562,12.920,5.865,0.044,1.977,0.384,0.000,1.558,1.351,21.918,0.021,0.583,117.47917,79.6
2015-06-01,143.974,-27.058,0.001,48.254,2.873,0.930,0.198,1.891,12.119,22.782,21.857,16.815,6.757,0.038,2.024,0.685,0.000,1.689,1.584,22.867,0.024,1.002,117.92500,79.1
2015-06-02,162.380,-5.739,0.000,43.387,4.133,0.881,0.204,4.418,13.963,24.119,25.164,15.837,6.332,0.048,2.072,0.783,0.001,1.703,1.524,24.513,0.024,1.041,119.59583,75
2015-06-03,139.783,-28.662,0.001,47.946,3.270,0.712,0.157,2.036,11.467,23.290,22.839,14.603,6.333,0.049,1.213,0.463,0.000,1.632,1.551,22.902,0.018,0.932,118.77083,78.6
2015-06-04,153.335,-26.824,0.001,58.753,3.016,0.855,0.113,2.702,11.402,22.819,20.550,15.966,6.177,0.057,2.783,0.681,0.001,1.495,1.431,22.151,0.025,0.960,117.03750,80.7
2015-06-05,147.349,-27.786,0.002,54.880,2.938,0.641,0.066,1.648,12.097,23.096,19.415,13.987,8.551,0.057,1.476,0.649,0.000,1.810,1.622,22.349,0.020,1.276,117.30417,81.8
2015-06-06,146.284,-14.993,0.000,47.138,1.558,0.831,0.232,1.857,11.224,23.149,20.607,13.192,7.126,0.060,0.625,0.683,0.000,1.823,1.787,22.511,0.017,1.327,117.67917,79.5
2015-06-07,127.375,-25.511,0.008,46.036,3.042,0.610,0.072,1.666,9.946,22.411,19.187,12.406,6.595,0.062,1.627,1.064,0.000,1.668,1.188,21.929,0.018,0.665,116.89583,80.8
2015-06-08,143.083,-28.317,0.001,51.457,1.481,0.667,0.175,1.664,11.688,22.832,23.054,15.703,5.695,0.042,0.991,0.719,0.000,1.510,1.455,22.283,0.015,1.372,117.47917,80.7
2015-06-09,148.231,-26.862,0.001,54.634,3.354,0.709,0.152,1.925,11.508,22.694,21.312,13.294,5.810,0.043,1.343,0.339,0.001,1.576,1.416,22.435,0.019,1.376,117.12500,81.5
2015-06-10,168.949,-16.297,0.002,61.635,3.655,1.208,0.196,2.319,13.304,23.044,20.975,13.588,7.965,0.055,2.100,0.694,0.003,1.990,1.560,22.376,0.023,1.349,118.06667,78.7
2015-06-11,149.651,-22.997,0.000,51.300,3.523,0.733,0.260,1.977,13.076,22.867,21.601,13.377,7.361,0.048,1.870,1.432,0.000,1.675,1.616,21.965,0.020,1.520,118.11250,80.5
2015-06-12,160.795,-20.395,0.003,59.198,1.229,0.834,0.130,1.659,12.933,22.428,21.292,14.747,9.108,0.049,1.543,0.958,0.003,2.119,1.717,21.927,0.014,1.155,117.32083,81.1
2015-06-13,136.850,-22.472,0.001,46.801,1.439,0.630,0.029,1.727,9.205,21.829,19.434,12.950,7.047,0.036,0.000,0.000,0.000,1.906,1.683,22.166,0.005,0.928,117.55833,84
2015-06-14,144.073,-22.573,0.004,55.456,3.393,0.865,0.196,2.218,11.892,21.577,20.080,13.920,7.127,0.044,2.320,0.276,0.000,1.729,1.480,21.348,0.022,0.843,117.47083,82.6
2015-06-15,156.346,-22.932,0.004,60.401,3.076,1.047,0.166,2.073,12.155,22.083,20.644,14.328,6.329,0.044,1.691,0.292,0.002,1.664,1.671,22.001,0.021,0.952,117.17083,80.7
2015-06-16,152.283,-27.117,0.000,59.343,3.514,0.642,0.144,2.021,13.078,21.898,20.694,12.745,7.211,0.038,1.484,0.007,0.000,1.742,1.542,22.053,0.015,1.010,117.30833,82.8
2015-06-17,150.809,-27.480,0.000,61.341,2.751,0.947,0.210,1.988,11.478,21.454,19.706,13.325,6.110,0.028,1.407,0.433,0.000,1.494,1.263,21.596,0.017,0.894,116.93333,84.4
2015-06-18,167.745,-23.179,0.000,68.390,2.962,0.889,0.199,2.652,12.199,21.710,21.003,16.466,6.634,0.035,3.044,0.021,0.001,1.626,1.465,22.086,0.026,0.827,116.77917,84.5
2015-06-19,148.740,-21.137,0.003,51.401,1.468,0.813,0.036,1.799,9.618,22.093,20.114,13.472,8.355,0.045,0.001,0.567,0.000,2.056,1.464,21.811,0.012,1.106,117.00833,85.1
2015-06-20,165.726,-21.929,0.001,64.524,3.630,0.599,0.238,1.806,11.536,21.529,20.545,14.681,6.929,0.034,0.691,0.768,0.000,1.570,1.676,21.620,0.012,0.872,116.40417,85.2
2015-06-21,131.089,-27.395,0.006,48.158,2.094,0.611,0.038,1.771,11.263,21.202,19.173,12.601,4.893,0.034,0.528,0.235,0.000,1.609,1.092,21.629,0.010,0.612,116.72917,85.1
2015-06-22,162.333,-20.225,0.001,60.305,3.666,1.144,0.187,2.105,11.174,21.577,19.881,12.748,8.805,0.039,1.430,0.028,0.000,2.271,1.509,22.610,0.015,0.927,116.78750,84.5
2015-06-23,149.822,-27.506,0.001,57.928,3.765,0.758,0.225,2.089,12.050,21.394,20.007,14.003,6.961,0.056,1.158,0.342,0.000,1.775,1.492,21.551,0.016,0.911,115.79583,82
2015-06-24,156.779,-28.184,0.001,61.730,3.834,0.962,0.262,1.991,13.066,21.886,20.981,13.991,6.976,0.039,1.706,0.318,0.000,1.663,1.506,21.908,0.021,0.928,116.57500,81.7
2015-06-25,165.049,-24.992,0.000,67.531,2.341,1.176,0.146,2.661,14.041,22.093,21.111,16.063,7.472,0.037,2.685,0.772,0.000,1.701,1.412,21.838,0.025,0.884,116.55000,83.1
2015-06-26,152.109,-27.965,0.000,61.248,4.358,1.210,0.322,2.040,12.668,21.825,20.497,13.757,7.528,0.046,1.592,0.828,0.000,1.990,1.444,21.341,0.018,1.051,116.79583,83.3
2015-06-27,143.062,-24.604,0.004,55.463,2.316,0.725,0.120,2.011,11.989,21.321,19.489,12.402,6.860,0.062,0.587,0.017,0.000,1.906,1.436,21.424,0.010,1.032,115.67500,85.1
2015-06-28,130.087,-24.072,0.008,46.403,3.705,0.710,0.076,1.488,11.052,21.593,19.533,12.557,5.224,0.041,0.680,0.000,0.000,1.627,1.143,21.657,0.009,0.574,116.63750,84.7
2015-06-29,156.165,-25.309,0.001,61.838,1.288,0.965,0.226,1.677,12.023,21.621,22.492,15.372,6.555,0.044,2.467,0.543,0.000,1.627,1.467,21.994,0.025,0.933,116.52500,84.9
2015-06-30,157.501,-25.808,0.000,62.819,3.151,1.100,0.333,2.362,13.549,21.907,21.529,15.225,6.241,0.058,1.190,0.755,0.000,1.533,1.547,21.943,0.016,0.855,116.65000,85.2
2015-07-01,152.366,-24.113,0.000,59.699,3.425,0.638,0.076,1.650,11.916,21.639,19.998,12.476,6.151,0.055,2.596,0.526,0.001,1.559,1.429,21.938,0.028,0.843,116.06250,86.3
2015-07-02,168.250,-23.966,0.001,67.274,5.705,0.634,0.189,2.774,12.454,21.582,19.741,13.366,7.601,0.056,3.042,0.880,0.002,1.901,1.796,21.654,0.030,1.032,116.15833,84.5
2015-07-03,170.777,-26.360,0.000,65.967,3.894,1.046,0.266,1.937,12.981,21.602,21.513,15.388,8.812,0.052,3.058,0.306,0.001,1.910,1.655,21.598,0.028,1.045,116.10417,83.2
2015-07-04,149.137,-27.338,0.001,56.522,0.205,0.708,0.181,2.010,13.101,21.596,19.828,12.840,7.181,0.042,1.645,0.328,0.000,1.822,1.769,22.217,0.018,0.905,116.58750,82.5
2015-07-05,134.998,-27.738,0.001,57.923,2.146,0.628,0.133,2.019,9.921,20.931,18.410,13.025,5.216,0.038,1.967,0.000,0.000,1.436,1.272,21.130,0.018,0.566,116.35833,83
2015-07-06,147.114,-24.298,0.001,58.606,4.064,0.645,0.183,1.960,11.195,21.269,19.657,13.013,5.829,0.038,2.414,0.000,0.000,1.565,1.414,21.707,0.022,0.879,116.65000,82.2
2015-07-07,153.291,-20.437,0.002,59.033,0.199,1.443,0.205,2.117,11.424,21.377,21.696,13.235,6.635,0.053,2.686,0.861,0.001,1.620,1.509,22.242,0.028,0.886,116.77083,81.5
2015-07-08,146.100,-26.623,0.000,56.299,1.095,1.362,0.189,1.555,11.305,21.842,20.905,14.614,6.377,0.038,1.718,0.921,0.000,1.700,1.481,22.610,0.019,0.870,117.30833,82.6
2015-07-09,164.234,-27.585,0.000,66.442,5.491,0.744,0.259,2.722,11.606,21.944,23.318,15.191,8.072,0.034,2.250,1.360,0.000,1.928,1.463,22.078,0.024,0.855,116.26667,84.2
2015-07-10,153.443,-25.797,0.000,63.126,0.772,0.966,0.115,1.942,12.572,21.843,20.392,13.378,7.961,0.047,2.080,0.746,0.000,1.833,1.545,21.779,0.022,0.949,116.38750,85.4
2015-07-11,161.833,-21.543,0.000,64.565,2.222,0.708,0.182,2.211,15.464,22.069,20.301,13.760,7.289,0.051,2.559,0.001,0.000,1.604,1.557,22.098,0.021,0.936,116.25833,85.5
2015-07-12,133.432,-14.008,0.003,43.455,0.723,0.636,0.000,1.721,13.022,21.594,19.818,12.872,5.968,0.042,0.847,0.000,0.000,1.685,1.232,21.899,0.010,0.465,117.60000,82
2015-07-13,150.479,-24.494,0.000,60.051,0.579,0.866,0.271,1.883,11.831,22.270,21.829,14.328,6.604,0.042,1.556,0.809,0.000,1.539,1.394,22.190,0.017,0.891,117.94583,83.6
2015-07-14,165.326,-17.452,0.000,62.444,4.894,0.727,0.137,2.440,12.796,21.883,20.660,13.477,8.519,0.049,1.776,0.386,0.003,2.066,1.459,22.887,0.022,1.090,116.65000,85
2015-07-15,161.838,-18.754,0.003,63.790,5.196,0.850,0.312,2.176,13.089,21.966,20.752,14.098,7.872,0.053,2.487,0.385,0.002,1.847,1.483,21.676,0.026,0.869,116.69167,84.3
2015-07-16,166.927,-10.792,0.000,62.305,0.737,1.160,0.289,3.060,12.486,21.925,22.625,16.050,6.363,0.101,2.719,0.117,0.000,1.557,1.498,21.615,0.022,0.940,116.51667,81.7
2015-07-17,166.218,-9.717,0.000,59.595,3.059,0.940,0.185,2.372,12.707,22.476,22.606,14.482,7.731,0.083,1.631,0.043,0.001,1.793,1.609,22.599,0.017,0.869,117.33750,81.8
2015-07-18,145.187,-9.619,0.001,46.661,2.226,0.797,0.078,1.606,10.127,21.873,20.632,13.661,7.791,0.046,0.000,0.000,0.000,1.893,1.477,21.643,0.006,0.834,117.15000,82.8
2015-07-19,129.456,-26.339,0.008,49.166,2.085,0.859,0.158,1.899,11.686,21.663,19.826,13.541,5.085,0.037,1.119,0.000,0.000,1.468,1.319,21.639,0.012,0.518,117.14583,83.9
2015-07-20,168.259,-23.812,0.015,59.799,2.862,1.151,0.361,2.656,13.878,22.398,26.822,18.003,8.275,0.049,1.999,0.714,0.005,1.984,1.486,22.124,0.025,0.917,116.55000,84.1
2015-07-21,163.497,-21.995,0.002,61.074,1.493,0.611,0.239,2.013,14.503,21.908,23.585,14.932,6.658,0.043,1.895,0.015,0.000,1.481,1.518,22.253,0.017,0.825,116.74583,84.6
2015-07-22,158.766,-26.513,0.002,60.835,2.952,0.725,0.154,1.733,13.758,22.041,20.511,14.941,6.679,0.033,1.003,0.369,0.000,1.567,1.501,22.553,0.018,0.884,116.51250,85.6
2015-07-23,181.311,-20.147,0.009,69.355,2.422,1.138,0.261,3.222,15.943,22.665,23.691,16.134,6.432,0.042,2.902,0.297,0.006,1.494,1.476,22.634,0.034,0.871,117.17500,85.3
2015-07-24,170.904,-5.520,0.000,53.787,2.423,0.816,0.200,1.803,16.493,22.492,22.285,15.017,7.164,0.057,0.853,0.000,0.003,1.780,1.425,23.076,0.011,0.834,118.28333,82.3
2015-07-25,159.785,-8.020,0.000,52.177,2.884,0.804,0.109,1.650,15.038,21.897,21.657,13.359,6.663,0.046,2.037,0.005,0.001,1.654,1.604,21.714,0.018,0.844,117.03333,81
2015-07-26,132.601,-16.390,0.005,43.780,2.765,0.680,0.069,1.987,15.081,21.504,19.282,12.336,5.106,0.039,0.584,0.000,0.000,1.659,1.074,21.868,0.010,0.511,117.01250,82.3
2015-07-27,167.373,-7.681,0.000,61.617,2.852,0.986,0.303,2.876,15.393,21.893,22.940,14.273,7.171,0.071,2.658,0.062,0.001,1.858,1.534,21.998,0.023,0.961,117.10833,80.9
2015-07-28,149.077,-19.516,0.002,54.469,3.137,1.311,0.247,2.384,16.013,21.982,20.403,13.387,7.528,0.052,0.520,0.746,0.000,1.783,1.505,22.004,0.011,0.852,117.39583,83.4
2015-07-29,175.141,-11.811,0.001,66.099,3.127,0.641,0.168,2.507,16.182,22.011,21.326,13.935,9.363,0.055,2.772,0.885,0.002,2.264,1.707,21.865,0.024,0.809,117.18333,83.2
2015-07-30,169.881,-20.595,0.001,66.457,3.371,0.885,0.299,2.428,16.022,22.353,23.888,14.745,7.347,0.052,2.683,0.019,0.001,1.814,1.721,21.812,0.024,0.919,117.28750,82.2
2015-07-31,159.577,-15.312,0.000,58.287,1.619,0.942,0.350,2.031,15.780,21.661,21.774,13.530,6.684,0.062,2.391,0.101,0.001,1.652,1.576,21.851,0.023,0.878,116.81250,82
2015-08-01,158.675,-11.272,0.000,54.855,3.250,0.701,0.200,2.020,15.633,21.945,22.112,12.870,5.443,0.047,1.368,0.089,0.001,1.661,1.449,22.261,0.016,0.830,117.45000,83
2015-08-02,125.477,-12.613,0.000,38.100,3.364,0.724,0.039,1.762,15.574,21.506,19.924,12.149,4.342,0.037,0.000,0.000,0.000,1.802,1.039,21.655,0.005,0.517,116.92917,81.8
2015-08-03,133.283,-12.194,0.000,40.987,2.315,0.620,0.041,1.860,15.874,21.948,19.491,12.310,6.677,0.037,0.000,0.000,0.000,2.312,1.432,22.365,0.005,0.847,117.86667,82.1
2015-08-04,150.292,-26.043,0.000,62.038,2.754,0.918,0.413,2.013,15.857,21.680,22.241,13.702,7.063,0.058,1.977,0.687,0.000,1.642,1.624,22.216,0.022,0.766,116.81250,84.5
2015-08-05,151.627,-26.592,0.000,65.534,0.949,0.979,0.347,2.582,15.825,21.816,21.219,13.788,7.886,0.044,2.067,0.045,0.000,2.050,1.520,21.932,0.022,0.907,116.89583,84.7
2015-08-06,159.579,-25.512,0.002,72.166,0.797,0.729,0.311,2.691,16.143,21.677,20.126,14.135,7.315,0.047,3.820,0.912,0.000,2.029,1.516,21.754,0.029,0.692,116.83333,84.6
2015-08-07,155.214,-22.605,0.001,63.924,2.671,0.940,0.110,2.340,16.489,22.377,20.781,14.944,7.017,0.037,0.001,0.876,0.000,1.830,1.439,22.167,0.011,0.876,117.47083,85.3
2015-08-08,137.886,-10.534,0.000,44.797,0.780,0.674,0.040,1.708,15.665,21.816,18.602,12.926,5.893,0.051,0.000,0.233,0.000,1.728,1.432,22.122,0.007,0.870,116.52083,83.3
2015-08-09,133.135,-25.442,0.004,51.536,3.144,0.722,0.138,2.001,15.439,21.648,19.005,12.335,4.695,0.040,1.290,0.468,0.000,1.618,1.146,21.510,0.013,0.472,116.14167,84.2
2015-08-10,166.291,-23.287,0.000,66.820,2.385,0.772,0.248,2.597,15.084,22.052,20.957,14.639,7.039,0.068,2.051,0.689,0.001,1.760,1.449,22.128,0.023,0.885,115.67917,84.3
2015-08-11,155.645,-22.559,0.000,60.265,2.163,0.946,0.183,1.932,15.462,21.766,19.847,13.607,6.815,0.074,1.510,0.450,0.000,1.689,1.467,21.554,0.018,0.867,115.55833,84.7
2015-08-12,161.348,-22.878,0.002,63.994,0.992,0.689,0.225,2.226,15.617,22.050,20.585,13.073,7.247,0.042,2.061,0.866,0.000,1.820,1.403,21.676,0.021,0.892,116.48750,85.5
2015-08-13,172.777,-21.797,0.007,68.170,5.184,0.780,0.337,2.698,16.201,22.134,22.118,13.306,6.578,0.050,2.789,0.442,0.007,1.598,1.444,21.950,0.034,0.980,116.59167,83.9
2015-08-14,158.673,-21.554,0.000,62.008,2.682,1.022,0.197,1.917,15.562,21.928,20.114,13.083,7.119,0.040,1.959,0.473,0.001,1.744,1.537,21.730,0.021,0.936,117.22083,81.2
2015-08-15,142.621,-23.769,0.002,49.563,2.041,0.639,0.000,1.831,16.235,21.896,19.309,12.348,8.023,0.039,0.724,0.000,0.000,2.010,1.679,21.996,0.007,0.982,117.49167,81.4
2015-08-16,125.986,-26.416,0.011,43.989,0.532,0.668,0.154,1.941,15.157,21.472,20.107,12.059,5.590,0.034,0.000,0.000,0.000,1.775,1.180,21.637,0.005,0.663,116.72917,81.4
2015-08-17,153.971,-25.147,0.000,60.731,1.009,0.763,0.298,2.191,15.279,21.847,20.248,14.557,6.165,0.036,1.275,0.381,0.000,1.635,1.429,22.317,0.018,0.863,117.07083,83
2015-08-18,153.289,-25.513,0.000,60.716,3.184,0.769,0.299,2.120,15.890,22.022,18.897,13.566,6.488,0.034,1.279,0.019,0.000,1.651,1.613,22.174,0.015,0.866,117.29583,83.9
2015-08-19,173.091,-15.226,0.000,65.093,3.634,0.738,0.348,2.426,15.788,22.169,20.461,15.239,6.059,0.040,2.102,0.354,0.007,1.555,1.503,22.657,0.024,0.962,117.65000,84
2015-08-20,161.222,-24.949,0.000,66.967,2.927,0.624,0.193,2.325,16.395,21.794,21.626,14.009,5.661,0.042,2.547,0.468,0.000,1.591,1.401,22.127,0.024,0.839,116.87083,84.5
2015-08-21,160.220,-25.353,0.000,67.281,0.219,1.024,0.221,2.062,15.419,21.626,20.044,13.148,7.712,0.049,1.510,0.427,0.000,1.980,1.320,21.985,0.016,0.855,116.40000,86.2
2015-08-22,155.644,-23.255,0.000,60.327,3.651,0.566,0.143,1.798,15.430,21.231,20.252,12.939,6.707,0.051,0.256,0.000,0.000,1.785,1.509,21.452,0.007,0.981,115.49583,85.9
2015-08-23,113.214,-25.015,0.008,36.571,0.169,0.563,0.000,1.379,12.884,21.185,19.298,12.471,1.107,0.029,0.000,0.000,0.000,0.916,0.000,22.014,0.002,0.000,117.14583,86.4
